indice,x_cm,y_cm,theta1,theta2,alcanzable,configuracion,unidad_angulos
1706,5.0785,-6.7639,15.5609,-82.6843,true,abajo,grados
1707,5.1261,-6.7828,15.4309,-82.3578,true,abajo,grados
1708,5.1737,-6.8013,15.3017,-82.0309,true,abajo,grados
1709,5.2214,-6.8194,15.1733,-81.7037,true,abajo,grados
1710,5.269,-6.837,15.0459,-81.3764,true,abajo,grados
1711,5.3166,-6.8542,14.9195,-81.0491,true,abajo,grados
1712,5.3642,-6.8708,14.7942,-80.7221,true,abajo,grados
1713,5.4117,-6.887,14.6701,-80.3955,true,abajo,grados
1714,5.4592,-6.9026,14.5473,-80.0694,true,abajo,grados
1715,5.5065,-6.9176,14.4259,-79.744,true,abajo,grados
1716,5.5537,-6.9321,14.306,-79.4196,true,abajo,grados
1717,5.6007,-6.946,14.1876,-79.0962,true,abajo,grados
1718,5.6476,-6.9593,14.0708,-78.774,true,abajo,grados
1719,5.6943,-6.972,13.9558,-78.4532,true,abajo,grados
1720,5.7408,-6.984,13.8426,-78.134,true,abajo,grados
1721,5.7871,-6.9954,13.7313,-77.8165,true,abajo,grados
1722,5.8332,-7.0061,13.622,-77.501,true,abajo,grados
1723,5.8789,-7.0162,13.5147,-77.1874,true,abajo,grados
1724,5.9244,-7.0255,13.4096,-76.8762,true,abajo,grados
1725,5.9696,-7.0342,13.3066,-76.5672,true,abajo,grados
1726,6.0145,-7.0421,13.2059,-76.2609,true,abajo,grados
1727,6.0591,-7.0493,13.1075,-75.9572,true,abajo,grados
1728,6.1032,-7.0557,13.0116,-75.6564,true,abajo,grados
1729,6.1471,-7.0614,12.9181,-75.3587,true,abajo,grados
1730,6.1905,-7.0664,12.8272,-75.0641,true,abajo,grados
1731,6.2336,-7.0706,12.7389,-74.7728,true,abajo,grados
1732,6.2762,-7.074,12.6532,-74.485,true,abajo,grados
1733,6.3184,-7.0766,12.5703,-74.2008,true,abajo,grados
1734,6.3601,-7.0785,12.4901,-73.9203,true,abajo,grados
1735,6.4014,-7.0796,12.4128,-73.6437,true,abajo,grados
1736,6.4421,-7.0798,12.3383,-73.3712,true,abajo,grados
1737,6.4824,-7.0793,12.2668,-73.1027,true,abajo,grados
1738,6.5222,-7.078,12.1983,-72.8386,true,abajo,grados
1739,6.5615,-7.0759,12.1327,-72.5789,true,abajo,grados
1740,6.6003,-7.073,12.0703,-72.3236,true,abajo,grados
1741,6.6385,-7.0692,12.0109,-72.073,true,abajo,grados
1742,6.6761,-7.0647,11.9546,-71.8271,true,abajo,grados
1743,6.7132,-7.0594,11.9016,-71.586,true,abajo,grados
1744,6.7497,-7.0533,11.8517,-71.3499,true,abajo,grados
1745,6.7856,-7.0464,11.805,-71.1188,true,abajo,grados
1746,6.821,-7.0387,11.7616,-70.8928,true,abajo,grados
1747,6.8557,-7.0302,11.7215,-70.6719,true,abajo,grados
1748,6.8898,-7.0209,11.6846,-70.4564,true,abajo,grados
1749,6.9233,-7.0109,11.651,-70.2461,true,abajo,grados
1750,6.9562,-7.0001,11.6207,-70.0412,true,abajo,grados
1751,6.9885,-6.9885,11.5938,-69.8418,true,abajo,grados
1752,7.0201,-6.9761,11.5701,-69.6479,true,abajo,grados
1753,7.0511,-6.963,11.5498,-69.4594,true,abajo,grados
1754,7.0814,-6.9492,11.5328,-69.2766,true,abajo,grados
1755,7.1111,-6.9346,11.5191,-69.0994,true,abajo,grados
1756,7.1402,-6.9193,11.5086,-68.9277,true,abajo,grados
1757,7.1686,-6.9033,11.5015,-68.7617,true,abajo,grados
1758,7.1964,-6.8866,11.4977,-68.6014,true,abajo,grados
1759,7.2235,-6.8692,11.4971,-68.4467,true,abajo,grados
1760,7.2499,-6.8511,11.4997,-68.2977,true,abajo,grados
1761,7.2757,-6.8324,11.5056,-68.1542,true,abajo,grados
1762,7.3009,-6.813,11.5146,-68.0164,true,abajo,grados
1763,7.3254,-6.7929,11.5267,-67.8842,true,abajo,grados
1764,7.3493,-6.7722,11.542,-67.7575,true,abajo,grados
1765,7.3725,-6.7509,11.5603,-67.6364,true,abajo,grados
1766,7.3951,-6.7291,11.5817,-67.5207,true,abajo,grados
1767,7.4171,-6.7066,11.6061,-67.4105,true,abajo,grados
1768,7.4385,-6.6835,11.6334,-67.3056,true,abajo,grados
1769,7.4592,-6.6599,11.6636,-67.206,true,abajo,grados
1770,7.4793,-6.6358,11.6966,-67.1116,true,abajo,grados
1771,7.4988,-6.6111,11.7324,-67.0224,true,abajo,grados
1772,7.5177,-6.5859,11.7709,-66.9382,true,abajo,grados
1773,7.536,-6.5602,11.8121,-66.8591,true,abajo,grados
1774,7.5538,-6.5341,11.8559,-66.7848,true,abajo,grados
1775,7.571,-6.5075,11.9022,-66.7153,true,abajo,grados
1776,7.5876,-6.4804,11.9509,-66.6504,true,abajo,grados
1777,7.6036,-6.4529,12.0021,-66.5902,true,abajo,grados
1778,7.6192,-6.425,12.0556,-66.5344,true,abajo,grados
1779,7.6342,-6.3968,12.1113,-66.4829,true,abajo,grados
1780,7.6487,-6.3681,12.1692,-66.4356,true,abajo,grados
1781,7.6627,-6.3391,12.2292,-66.3924,true,abajo,grados
1782,7.6762,-6.3098,12.2912,-66.3532,true,abajo,grados
1783,7.6892,-6.2801,12.3551,-66.3178,true,abajo,grados
1784,7.7018,-6.2501,12.4208,-66.286,true,abajo,grados
1785,7.7139,-6.2199,12.4884,-66.2577,true,abajo,grados
1786,7.7256,-6.1894,12.5576,-66.2329,true,abajo,grados
1787,7.7368,-6.1586,12.6284,-66.2112,true,abajo,grados
1788,7.7477,-6.1276,12.7006,-66.1927,true,abajo,grados
1789,7.7582,-6.0964,12.7744,-66.177,true,abajo,grados
1790,7.7684,-6.0649,12.8494,-66.1642,true,abajo,grados
1791,7.7781,-6.0333,12.9257,-66.1539,true,abajo,grados
1792,7.7876,-6.0016,13.0031,-66.146,true,abajo,grados
1793,7.7967,-5.9697,13.0815,-66.1405,true,abajo,grados
1794,7.8055,-5.9376,13.161,-66.1371,true,abajo,grados
1795,7.8141,-5.9055,13.2413,-66.1356,true,abajo,grados
1796,7.8224,-5.8732,13.3224,-66.1359,true,abajo,grados
1797,7.8304,-5.8409,13.4042,-66.1378,true,abajo,grados
1798,7.8382,-5.8084,13.4866,-66.1412,true,abajo,grados
1799,7.8458,-5.776,13.5695,-66.1459,true,abajo,grados
1800,7.8532,-5.7435,13.6528,-66.1517,true,abajo,grados
1801,7.8605,-5.711,13.7365,-66.1584,true,abajo,grados
1802,7.8676,-5.6784,13.8204,-66.166,true,abajo,grados
1803,7.8745,-5.6459,13.9045,-66.1742,true,abajo,grados
1804,7.8813,-5.6134,13.9887,-66.1829,true,abajo,grados
1805,7.8881,-5.5809,14.0729,-66.1918,true,abajo,grados
1806,7.8948,-5.5485,14.157,-66.2009,true,abajo,grados
1807,7.9014,-5.5162,14.2409,-66.21,true,abajo,grados
1808,7.9079,-5.4839,14.3246,-66.219,true,abajo,grados
1809,7.9144,-5.4517,14.4079,-66.2276,true,abajo,grados
1810,7.921,-5.4195,14.4908,-66.2357,true,abajo,grados
1811,7.9275,-5.3875,14.5733,-66.2432,true,abajo,grados
1812,7.9341,-5.3556,14.6551,-66.25,true,abajo,grados
1813,7.9407,-5.3239,14.7364,-66.2558,true,abajo,grados
1814,7.9474,-5.2922,14.8169,-66.2605,true,abajo,grados
1815,7.9541,-5.2607,14.8967,-66.2641,true,abajo,grados
1816,7.961,-5.2294,14.9756,-66.2663,true,abajo,grados
1817,7.968,-5.1982,15.0537,-66.267,true,abajo,grados
1818,7.9751,-5.1672,15.1307,-66.2662,true,abajo,grados
1819,7.9824,-5.1364,15.2067,-66.2636,true,abajo,grados
1820,7.9898,-5.1057,15.2817,-66.2591,true,abajo,grados
1821,7.9974,-5.0753,15.3555,-66.2527,true,abajo,grados
1822,8.0052,-5.045,15.428,-66.2442,true,abajo,grados
1823,8.0132,-5.015,15.4994,-66.2335,true,abajo,grados
1824,8.0214,-4.9851,15.5694,-66.2205,true,abajo,grados
1825,8.0298,-4.9555,15.638,-66.205,true,abajo,grados
1826,8.0385,-4.926,15.7053,-66.1871,true,abajo,grados
1827,8.0475,-4.8968,15.7712,-66.1665,true,abajo,grados
1828,8.0567,-4.8678,15.8355,-66.1433,true,abajo,grados
1829,8.0663,-4.839,15.8983,-66.1173,true,abajo,grados
1830,8.0761,-4.8105,15.9596,-66.0883,true,abajo,grados
1831,8.0862,-4.7822,16.0193,-66.0565,true,abajo,grados
1832,8.0966,-4.7541,16.0774,-66.0216,true,abajo,grados
1833,8.1074,-4.7262,16.1338,-65.9836,true,abajo,grados
1834,8.1184,-4.6985,16.1886,-65.9425,true,abajo,grados
1835,8.1299,-4.6711,16.2416,-65.8982,true,abajo,grados
1836,8.1416,-4.6439,16.293,-65.8506,true,abajo,grados
1837,8.1538,-4.6169,16.3426,-65.7997,true,abajo,grados
1838,8.1662,-4.5902,16.3905,-65.7454,true,abajo,grados
1839,8.1791,-4.5636,16.4367,-65.6877,true,abajo,grados
1840,8.1923,-4.5373,16.481,-65.6266,true,abajo,grados
1841,8.2059,-4.5112,16.5236,-65.562,true,abajo,grados
1842,8.2198,-4.4853,16.5645,-65.494,true,abajo,grados
1843,8.2342,-4.4596,16.6035,-65.4224,true,abajo,grados
1844,8.2489,-4.4341,16.6408,-65.3473,true,abajo,grados
1845,8.264,-4.4089,16.6763,-65.2687,true,abajo,grados
1846,8.2795,-4.3838,16.71,-65.1866,true,abajo,grados
1847,8.2953,-4.3588,16.742,-65.1009,true,abajo,grados
1848,8.3116,-4.3341,16.7723,-65.0117,true,abajo,grados
1849,8.3282,-4.3096,16.8008,-64.919,true,abajo,grados
1850,8.3452,-4.2852,16.8276,-64.8228,true,abajo,grados
1851,8.3626,-4.2609,16.8528,-64.7232,true,abajo,grados
1852,8.3803,-4.2369,16.8762,-64.6201,true,abajo,grados
1853,8.3984,-4.2129,16.8981,-64.5136,true,abajo,grados
1854,8.4169,-4.1892,16.9183,-64.4038,true,abajo,grados
1855,8.4357,-4.1655,16.9369,-64.2906,true,abajo,grados
1856,8.4548,-4.142,16.954,-64.1742,true,abajo,grados
1857,8.4743,-4.1186,16.9695,-64.0545,true,abajo,grados
1858,8.4941,-4.0953,16.9836,-63.9317,true,abajo,grados
1859,8.5143,-4.0721,16.9963,-63.8059,true,abajo,grados
1860,8.5347,-4.0489,17.0075,-63.677,true,abajo,grados
1861,8.5555,-4.0259,17.0174,-63.5452,true,abajo,grados
1862,8.5765,-4.0029,17.026,-63.4105,true,abajo,grados
1863,8.5978,-3.9801,17.0333,-63.2731,true,abajo,grados
1864,8.6194,-3.9572,17.0394,-63.1331,true,abajo,grados
1865,8.6413,-3.9344,17.0444,-62.9905,true,abajo,grados
1866,8.6633,-3.9117,17.0483,-62.8454,true,abajo,grados
1867,8.6856,-3.8889,17.0512,-62.698,true,abajo,grados
1868,8.7082,-3.8662,17.053,-62.5483,true,abajo,grados
1869,8.7309,-3.8435,17.054,-62.3965,true,abajo,grados
1870,8.7537,-3.8208,17.0541,-62.2428,true,abajo,grados
1871,8.7768,-3.7981,17.0535,-62.0872,true,abajo,grados
1872,8.8,-3.7753,17.0521,-61.9299,true,abajo,grados
1873,8.8233,-3.7525,17.0501,-61.771,true,abajo,grados
1874,8.8467,-3.7297,17.0475,-61.6107,true,abajo,grados
1875,8.8702,-3.7069,17.0444,-61.4491,true,abajo,grados
1876,8.8938,-3.6839,17.0409,-61.2864,true,abajo,grados
1877,8.9174,-3.6609,17.0371,-61.1228,true,abajo,grados
1878,8.9411,-3.6379,17.033,-60.9583,true,abajo,grados
1879,8.9648,-3.6147,17.0287,-60.7932,true,abajo,grados
1880,8.9885,-3.5915,17.0243,-60.6277,true,abajo,grados
1881,9.0121,-3.5681,17.02,-60.4619,true,abajo,grados
1882,9.0357,-3.5447,17.0156,-60.2959,true,abajo,grados
1883,9.0592,-3.5211,17.0115,-60.1301,true,abajo,grados
1884,9.0826,-3.4974,17.0076,-59.9646,true,abajo,grados
1885,9.1059,-3.4736,17.004,-59.7995,true,abajo,grados
1886,9.1291,-3.4496,17.0009,-59.6352,true,abajo,grados
1887,9.1521,-3.4255,16.9983,-59.4717,true,abajo,grados
1888,9.1749,-3.4012,16.9963,-59.3092,true,abajo,grados
1889,9.1975,-3.3767,16.995,-59.1481,true,abajo,grados
1890,9.2199,-3.3521,16.9945,-58.9884,true,abajo,grados
1891,9.242,-3.3273,16.995,-58.8305,true,abajo,grados
1892,9.2639,-3.3024,16.9964,-58.6745,true,abajo,grados
1893,9.2854,-3.2772,16.9989,-58.5206,true,abajo,grados
1894,9.3066,-3.2518,17.0025,-58.369,true,abajo,grados
1895,9.3275,-3.2263,17.0075,-58.22,true,abajo,grados
1896,9.348,-3.2005,17.0138,-58.0738,true,abajo,grados
1897,9.3681,-3.1746,17.0216,-57.9306,true,abajo,grados
1898,9.3878,-3.1484,17.031,-57.7906,true,abajo,grados
1899,9.4071,-3.122,17.0421,-57.654,true,abajo,grados
1900,9.4258,-3.0954,17.0549,-57.5212,true,abajo,grados
1901,9.4441,-3.0686,17.0695,-57.3922,true,abajo,grados
1902,9.4619,-3.0415,17.0861,-57.2673,true,abajo,grados
1903,9.4792,-3.0143,17.1048,-57.1467,true,abajo,grados
1904,9.4959,-2.9868,17.1255,-57.0306,true,abajo,grados
1905,9.512,-2.959,17.1485,-56.9193,true,abajo,grados
1906,9.5275,-2.9311,17.1738,-56.813,true,abajo,grados
1907,9.5425,-2.9029,17.2015,-56.7118,true,abajo,grados
1908,9.5567,-2.8744,17.2317,-56.616,true,abajo,grados
1909,9.5703,-2.8458,17.2645,-56.5257,true,abajo,grados
1910,9.5833,-2.8169,17.2998,-56.4412,true,abajo,grados
1911,9.5955,-2.7878,17.338,-56.3627,true,abajo,grados
1912,9.607,-2.7584,17.3789,-56.2903,true,abajo,grados
1913,9.6178,-2.7288,17.4226,-56.2242,true,abajo,grados
1914,9.6278,-2.699,17.4693,-56.1646,true,abajo,grados
1915,9.6371,-2.669,17.5191,-56.1117,true,abajo,grados
1916,9.6455,-2.6387,17.5719,-56.0656,true,abajo,grados
1917,9.6532,-2.6082,17.6278,-56.0265,true,abajo,grados
1918,9.66,-2.5776,17.6869,-55.9945,true,abajo,grados
1919,9.666,-2.5467,17.7493,-55.9698,true,abajo,grados
1920,9.6712,-2.5155,17.8149,-55.9525,true,abajo,grados
1921,9.6754,-2.4842,17.8839,-55.9427,true,abajo,grados
1922,9.6788,-2.4527,17.9562,-55.9406,true,abajo,grados
1923,9.6813,-2.421,18.032,-55.9462,true,abajo,grados
1924,9.6829,-2.3891,18.1112,-55.9596,true,abajo,grados
1925,9.6836,-2.357,18.1938,-55.9809,true,abajo,grados
1926,9.6834,-2.3248,18.28,-56.0103,true,abajo,grados
1927,9.6822,-2.2923,18.3697,-56.0477,true,abajo,grados
1928,9.6801,-2.2597,18.4629,-56.0933,true,abajo,grados
1929,9.677,-2.227,18.5596,-56.147,true,abajo,grados
1930,9.6729,-2.1941,18.6599,-56.2089,true,abajo,grados
1931,9.6679,-2.161,18.7637,-56.2791,true,abajo,grados
1932,9.662,-2.1279,18.871,-56.3574,true,abajo,grados
1933,9.655,-2.0945,18.9819,-56.4441,true,abajo,grados
1934,9.6471,-2.0611,19.0963,-56.5389,true,abajo,grados
1935,9.6381,-2.0276,19.2141,-56.642,true,abajo,grados
1936,9.6282,-1.9939,19.3354,-56.7533,true,abajo,grados
1937,9.6174,-1.9602,19.4602,-56.8727,true,abajo,grados
1938,9.6055,-1.9263,19.5883,-57.0002,true,abajo,grados
1939,9.5926,-1.8924,19.7198,-57.1358,true,abajo,grados
1940,9.5788,-1.8585,19.8547,-57.2793,true,abajo,grados
1941,9.5639,-1.8244,19.9927,-57.4307,true,abajo,grados
1942,9.5481,-1.7903,20.134,-57.5899,true,abajo,grados
1943,9.5313,-1.7562,20.2785,-57.7568,true,abajo,grados
1944,9.5135,-1.722,20.4261,-57.9313,true,abajo,grados
1945,9.4948,-1.6879,20.5766,-58.1133,true,abajo,grados
1946,9.4751,-1.6537,20.7302,-58.3026,true,abajo,grados
1947,9.4545,-1.6195,20.8867,-58.4991,true,abajo,grados
1948,9.4329,-1.5853,21.0459,-58.7027,true,abajo,grados
1949,9.4104,-1.5511,21.2079,-58.9132,true,abajo,grados
1950,9.387,-1.517,21.3726,-59.1304,true,abajo,grados
1951,9.3626,-1.4829,21.5399,-59.3543,true,abajo,grados
1952,9.3374,-1.4488,21.7096,-59.5845,true,abajo,grados
1953,9.3112,-1.4148,21.8817,-59.821,true,abajo,grados
1954,9.2842,-1.3809,22.0562,-60.0636,true,abajo,grados
1955,9.2564,-1.3471,22.2328,-60.312,true,abajo,grados
1956,9.2277,-1.3133,22.4116,-60.5661,true,abajo,grados
1957,9.1982,-1.2796,22.5924,-60.8256,true,abajo,grados
1958,9.1678,-1.2461,22.775,-61.0905,true,abajo,grados
1959,9.1367,-1.2126,22.9595,-61.3603,true,abajo,grados
1960,9.1048,-1.1793,23.1458,-61.6351,true,abajo,grados
1961,9.0722,-1.1461,23.3336,-61.9144,true,abajo,grados
1962,9.0388,-1.113,23.5229,-62.1982,true,abajo,grados
1963,9.0047,-1.0801,23.7136,-62.4861,true,abajo,grados
1964,8.97,-1.0474,23.9056,-62.778,true,abajo,grados
1965,8.9345,-1.0148,24.0987,-63.0736,true,abajo,grados
1966,8.8985,-0.9824,24.2929,-63.3728,true,abajo,grados
1967,8.8618,-0.9502,24.4881,-63.6752,true,abajo,grados
1968,8.8245,-0.9182,24.6842,-63.9807,true,abajo,grados
1969,8.7867,-0.8863,24.8809,-64.2889,true,abajo,grados
1970,8.7483,-0.8547,25.0783,-64.5998,true,abajo,grados
1971,8.7094,-0.8233,25.2763,-64.913,true,abajo,grados
1972,8.67,-0.7921,25.4746,-65.2283,true,abajo,grados
1973,8.6302,-0.7611,25.6732,-65.5454,true,abajo,grados
1974,8.5899,-0.7304,25.8721,-65.8643,true,abajo,grados
1975,8.5492,-0.6999,26.071,-66.1845,true,abajo,grados
1976,8.5082,-0.6696,26.27,-66.5059,true,abajo,grados
1977,8.4668,-0.6396,26.4688,-66.8282,true,abajo,grados
1978,8.4251,-0.6098,26.6674,-67.1512,true,abajo,grados
1979,8.3831,-0.5803,26.8657,-67.4747,true,abajo,grados
1980,8.3409,-0.5511,27.0635,-67.7985,true,abajo,grados
1981,8.2984,-0.5221,27.2609,-68.1223,true,abajo,grados
1982,8.2558,-0.4934,27.4576,-68.4458,true,abajo,grados
1983,8.213,-0.4649,27.6536,-68.769,true,abajo,grados
1984,8.17,-0.4368,27.8488,-69.0915,true,abajo,grados
1985,8.127,-0.4089,28.0431,-69.4131,true,abajo,grados
1986,8.0839,-0.3812,28.2364,-69.7337,true,abajo,grados
1987,8.0408,-0.3539,28.4287,-70.0529,true,abajo,grados
1988,7.9977,-0.3268,28.6197,-70.3706,true,abajo,grados
1989,7.9546,-0.3,28.8095,-70.6866,true,abajo,grados
1990,7.9116,-0.2735,28.998,-71.0007,true,abajo,grados
1991,7.8686,-0.2473,29.1851,-71.3126,true,abajo,grados
1992,7.8258,-0.2213,29.3706,-71.6222,true,abajo,grados
1993,7.7832,-0.1957,29.5546,-71.9292,true,abajo,grados
1994,7.7408,-0.1703,29.7369,-72.2335,true,abajo,grados
1995,7.6986,-0.1451,29.9175,-72.5348,true,abajo,grados
1996,7.6567,-0.1203,30.0963,-72.8331,true,abajo,grados
1997,7.6151,-0.0957,30.2733,-73.128,true,abajo,grados
1998,7.5737,-0.0714,30.4483,-73.4195,true,abajo,grados
1999,7.5328,-0.0473,30.6214,-73.7072,true,abajo,grados
2000,7.4922,-0.0235,30.7923,-73.9912,true,abajo,grados
2001,7.4521,-0.0,30.9612,-74.2711,true,abajo,grados
