indice,x_cm,y_cm,theta1,theta2,alcanzable,configuracion,unidad_angulos
1,7.4521,0.0,30.9612,-74.2711,true,abajo,grados
2,7.4124,0.0233,31.1279,-74.5468,true,abajo,grados
3,7.3732,0.0463,31.2924,-74.8181,true,abajo,grados
4,7.3345,0.0691,31.4546,-75.085,true,abajo,grados
5,7.2964,0.0917,31.6145,-75.3471,true,abajo,grados
6,7.2588,0.114,31.772,-75.6044,true,abajo,grados
7,7.2218,0.1361,31.9271,-75.8568,true,abajo,grados
8,7.1855,0.158,32.0798,-76.104,true,abajo,grados
9,7.1498,0.1797,32.2299,-76.3459,true,abajo,grados
10,7.1148,0.2012,32.3775,-76.5824,true,abajo,grados
11,7.0805,0.2225,32.5226,-76.8134,true,abajo,grados
12,7.047,0.2436,32.6651,-77.0387,true,abajo,grados
13,7.0142,0.2646,32.8049,-77.2581,true,abajo,grados
14,6.9822,0.2853,32.9421,-77.4717,true,abajo,grados
15,6.951,0.3059,33.0765,-77.6791,true,abajo,grados
16,6.9207,0.3264,33.2083,-77.8804,true,abajo,grados
17,6.8912,0.3467,33.3374,-78.0755,true,abajo,grados
18,6.8626,0.3669,33.4637,-78.2641,true,abajo,grados
19,6.8348,0.3869,33.5872,-78.4463,true,abajo,grados
20,6.8081,0.4069,33.708,-78.6218,true,abajo,grados
21,6.7822,0.4267,33.826,-78.7907,true,abajo,grados
22,6.7573,0.4465,33.9412,-78.9528,true,abajo,grados
23,6.7334,0.4661,34.0535,-79.1081,true,abajo,grados
24,6.7105,0.4857,34.1631,-79.2564,true,abajo,grados
25,6.6886,0.5053,34.2699,-79.3977,true,abajo,grados
26,6.6678,0.5248,34.3738,-79.5319,true,abajo,grados
27,6.648,0.5442,34.4749,-79.659,true,abajo,grados
28,6.6292,0.5637,34.5732,-79.7789,true,abajo,grados
29,6.6115,0.5831,34.6687,-79.8915,true,abajo,grados
30,6.5949,0.6025,34.7614,-79.9967,true,abajo,grados
31,6.5794,0.6219,34.8513,-80.0946,true,abajo,grados
32,6.565,0.6414,34.9384,-80.185,true,abajo,grados
33,6.5517,0.6609,35.0227,-80.268,true,abajo,grados
34,6.5395,0.6804,35.1042,-80.3435,true,abajo,grados
35,6.5284,0.7,35.183,-80.4115,true,abajo,grados
36,6.5185,0.7196,35.2591,-80.4719,true,abajo,grados
37,6.5097,0.7394,35.3324,-80.5247,true,abajo,grados
38,6.5021,0.7592,35.403,-80.57,true,abajo,grados
39,6.4956,0.7792,35.471,-80.6076,true,abajo,grados
40,6.4902,0.7992,35.5362,-80.6376,true,abajo,grados
41,6.486,0.8194,35.5989,-80.66,true,abajo,grados
42,6.483,0.8397,35.6589,-80.6748,true,abajo,grados
43,6.481,0.8602,35.7163,-80.6819,true,abajo,grados
44,6.4803,0.8808,35.7711,-80.6815,true,abajo,grados
45,6.4807,0.9016,35.8234,-80.6735,true,abajo,grados
46,6.4822,0.9225,35.8732,-80.6579,true,abajo,grados
47,6.4848,0.9437,35.9204,-80.6347,true,abajo,grados
48,6.4886,0.9651,35.9653,-80.6041,true,abajo,grados
49,6.4935,0.9867,36.0076,-80.5659,true,abajo,grados
50,6.4995,1.0085,36.0476,-80.5203,true,abajo,grados
51,6.5066,1.0305,36.0853,-80.4673,true,abajo,grados
52,6.5148,1.0528,36.1205,-80.407,true,abajo,grados
53,6.524,1.0754,36.1535,-80.3393,true,abajo,grados
54,6.5344,1.0982,36.1842,-80.2644,true,abajo,grados
55,6.5458,1.1212,36.2127,-80.1823,true,abajo,grados
56,6.5582,1.1446,36.239,-80.0931,true,abajo,grados
57,6.5717,1.1682,36.2631,-79.9968,true,abajo,grados
58,6.5862,1.1922,36.2851,-79.8936,true,abajo,grados
59,6.6016,1.2164,36.3051,-79.7834,true,abajo,grados
60,6.6181,1.2409,36.3229,-79.6664,true,abajo,grados
61,6.6355,1.2658,36.3388,-79.5427,true,abajo,grados
62,6.6539,1.291,36.3527,-79.4123,true,abajo,grados
63,6.6731,1.3165,36.3647,-79.2754,true,abajo,grados
64,6.6933,1.3423,36.3748,-79.132,true,abajo,grados
65,6.7144,1.3685,36.383,-78.9823,true,abajo,grados
66,6.7363,1.395,36.3895,-78.8263,true,abajo,grados
67,6.7591,1.4219,36.3942,-78.6642,true,abajo,grados
68,6.7826,1.4491,36.3972,-78.4961,true,abajo,grados
69,6.807,1.4767,36.3985,-78.3221,true,abajo,grados
70,6.8321,1.5046,36.3982,-78.1423,true,abajo,grados
71,6.858,1.5329,36.3963,-77.9569,true,abajo,grados
72,6.8845,1.5616,36.3929,-77.7659,true,abajo,grados
73,6.9118,1.5906,36.388,-77.5696,true,abajo,grados
74,6.9397,1.62,36.3817,-77.368,true,abajo,grados
75,6.9683,1.6498,36.374,-77.1614,true,abajo,grados
76,6.9974,1.6799,36.3649,-76.9498,true,abajo,grados
77,7.0272,1.7104,36.3546,-76.7333,true,abajo,grados
78,7.0574,1.7413,36.343,-76.5123,true,abajo,grados
79,7.0882,1.7726,36.3303,-76.2867,true,abajo,grados
80,7.1195,1.8042,36.3164,-76.0569,true,abajo,grados
81,7.1513,1.8361,36.3014,-75.8228,true,abajo,grados
82,7.1834,1.8685,36.2854,-75.5848,true,abajo,grados
83,7.216,1.9012,36.2685,-75.3429,true,abajo,grados
84,7.2489,1.9342,36.2506,-75.0974,true,abajo,grados
85,7.2822,1.9676,36.2319,-74.8484,true,abajo,grados
86,7.3158,2.0014,36.2124,-74.5961,true,abajo,grados
87,7.3496,2.0355,36.1921,-74.3407,true,abajo,grados
88,7.3837,2.0699,36.1711,-74.0824,true,abajo,grados
89,7.418,2.1047,36.1496,-73.8213,true,abajo,grados
90,7.4524,2.1398,36.1274,-73.5578,true,abajo,grados
91,7.4871,2.1752,36.1048,-73.2918,true,abajo,grados
92,7.5218,2.2109,36.0817,-73.0237,true,abajo,grados
93,7.5566,2.247,36.0582,-72.7537,true,abajo,grados
94,7.5914,2.2833,36.0344,-72.4819,true,abajo,grados
95,7.6263,2.32,36.0104,-72.2085,true,abajo,grados
96,7.6612,2.3569,35.9862,-71.9339,true,abajo,grados
97,7.696,2.3941,35.9618,-71.658,true,abajo,grados
98,7.7307,2.4316,35.9374,-71.3813,true,abajo,grados
99,7.7654,2.4693,35.9131,-71.1039,true,abajo,grados
100,7.7999,2.5073,35.8887,-70.826,true,abajo,grados
101,7.8342,2.5455,35.8646,-70.5478,true,abajo,grados
102,7.8683,2.5839,35.8406,-70.2696,true,abajo,grados
103,7.9022,2.6226,35.817,-69.9915,true,abajo,grados
104,7.9359,2.6615,35.7937,-69.7138,true,abajo,grados
105,7.9692,2.7005,35.7708,-69.4367,true,abajo,grados
106,8.0022,2.7398,35.7484,-69.1604,true,abajo,grados
107,8.0349,2.7792,35.7266,-68.8852,true,abajo,grados
108,8.0672,2.8188,35.7054,-68.6112,true,abajo,grados
109,8.0991,2.8585,35.685,-68.3388,true,abajo,grados
110,8.1306,2.8984,35.6653,-68.068,true,abajo,grados
111,8.1616,2.9384,35.6465,-67.7992,true,abajo,grados
112,8.1922,2.9785,35.6285,-67.5326,true,abajo,grados
113,8.2222,3.0187,35.6116,-67.2683,true,abajo,grados
114,8.2517,3.059,35.5958,-67.0066,true,abajo,grados
115,8.2807,3.0993,35.5811,-66.7478,true,abajo,grados
116,8.309,3.1397,35.5676,-66.492,true,abajo,grados
117,8.3368,3.1802,35.5554,-66.2394,true,abajo,grados
118,8.3639,3.2207,35.5445,-65.9904,true,abajo,grados
119,8.3904,3.2612,35.535,-65.745,true,abajo,grados
120,8.4162,3.3017,35.5271,-65.5035,true,abajo,grados
121,8.4414,3.3422,35.5206,-65.266,true,abajo,grados
122,8.4658,3.3826,35.5158,-65.0329,true,abajo,grados
123,8.4895,3.4231,35.5127,-64.8043,true,abajo,grados
124,8.5124,3.4635,35.5113,-64.5804,true,abajo,grados
125,8.5346,3.5038,35.5118,-64.3614,true,abajo,grados
126,8.556,3.544,35.5141,-64.1475,true,abajo,grados
127,8.5766,3.5842,35.5184,-63.9388,true,abajo,grados
128,8.5964,3.6242,35.5246,-63.7356,true,abajo,grados
129,8.6154,3.6641,35.5329,-63.538,true,abajo,grados
130,8.6335,3.7039,35.5433,-63.3463,true,abajo,grados
131,8.6508,3.7435,35.5558,-63.1604,true,abajo,grados
132,8.6672,3.783,35.5706,-62.9807,true,abajo,grados
133,8.6828,3.8223,35.5876,-62.8072,true,abajo,grados
134,8.6974,3.8614,35.6068,-62.6401,true,abajo,grados
135,8.7112,3.9003,35.6285,-62.4796,true,abajo,grados
136,8.724,3.9391,35.6525,-62.3257,true,abajo,grados
137,8.736,3.9775,35.6789,-62.1787,true,abajo,grados
138,8.7471,4.0158,35.7078,-62.0385,true,abajo,grados
139,8.7572,4.0538,35.7391,-61.9054,true,abajo,grados
140,8.7664,4.0916,35.773,-61.7793,true,abajo,grados
141,8.7746,4.129,35.8094,-61.6605,true,abajo,grados
142,8.782,4.1662,35.8483,-61.549,true,abajo,grados
143,8.7884,4.2031,35.8899,-61.4448,true,abajo,grados
144,8.7939,4.2398,35.934,-61.3481,true,abajo,grados
145,8.7984,4.2761,35.9807,-61.2588,true,abajo,grados
146,8.802,4.312,36.0301,-61.1771,true,abajo,grados
147,8.8046,4.3477,36.082,-61.1029,true,abajo,grados
148,8.8064,4.383,36.1366,-61.0363,true,abajo,grados
149,8.8072,4.418,36.1938,-60.9773,true,abajo,grados
150,8.807,4.4526,36.2536,-60.926,true,abajo,grados
151,8.806,4.4869,36.316,-60.8822,true,abajo,grados
152,8.804,4.5208,36.381,-60.846,true,abajo,grados
153,8.8011,4.5543,36.4485,-60.8175,true,abajo,grados
154,8.7974,4.5874,36.5187,-60.7965,true,abajo,grados
155,8.7927,4.6202,36.5913,-60.783,true,abajo,grados
156,8.7871,4.6525,36.6665,-60.7769,true,abajo,grados
157,8.7807,4.6845,36.7441,-60.7783,true,abajo,grados
158,8.7734,4.7161,36.8242,-60.7871,true,abajo,grados
159,8.7652,4.7472,36.9067,-60.8031,true,abajo,grados
160,8.7562,4.778,36.9916,-60.8263,true,abajo,grados
161,8.7463,4.8083,37.0788,-60.8566,true,abajo,grados
162,8.7356,4.8382,37.1683,-60.8939,true,abajo,grados
163,8.7241,4.8678,37.26,-60.9381,true,abajo,grados
164,8.7118,4.8969,37.3539,-60.9891,true,abajo,grados
165,8.6988,4.9255,37.45,-61.0468,true,abajo,grados
166,8.6849,4.9538,37.5482,-61.111,true,abajo,grados
167,8.6703,4.9816,37.6483,-61.1815,true,abajo,grados
168,8.655,5.0091,37.7505,-61.2584,true,abajo,grados
169,8.639,5.0361,37.8545,-61.3413,true,abajo,grados
170,8.6222,5.0627,37.9604,-61.4303,true,abajo,grados
171,8.6048,5.0888,38.0681,-61.525,true,abajo,grados
172,8.5867,5.1146,38.1775,-61.6254,true,abajo,grados
173,8.5679,5.14,38.2885,-61.7312,true,abajo,grados
174,8.5485,5.1649,38.4012,-61.8423,true,abajo,grados
175,8.5285,5.1895,38.5153,-61.9586,true,abajo,grados
176,8.5079,5.2137,38.6309,-62.0798,true,abajo,grados
177,8.4868,5.2374,38.7479,-62.2057,true,abajo,grados
178,8.465,5.2608,38.8662,-62.3363,true,abajo,grados
179,8.4428,5.2838,38.9857,-62.4712,true,abajo,grados
180,8.42,5.3065,39.1064,-62.6103,true,abajo,grados
181,8.3967,5.3287,39.2282,-62.7535,true,abajo,grados
182,8.373,5.3506,39.351,-62.9004,true,abajo,grados
183,8.3488,5.3722,39.4748,-63.051,true,abajo,grados
184,8.3242,5.3934,39.5994,-63.205,true,abajo,grados
185,8.2992,5.4143,39.7249,-63.3622,true,abajo,grados
186,8.2738,5.4348,39.8511,-63.5225,true,abajo,grados
187,8.248,5.4551,39.978,-63.6855,true,abajo,grados
188,8.2218,5.475,40.1055,-63.8513,true,abajo,grados
189,8.1954,5.4946,40.2335,-64.0194,true,abajo,grados
190,8.1686,5.514,40.362,-64.1898,true,abajo,grados
191,8.1416,5.533,40.491,-64.3623,true,abajo,grados
192,8.1143,5.5518,40.6202,-64.5366,true,abajo,grados
193,8.0868,5.5704,40.7498,-64.7126,true,abajo,grados
194,8.059,5.5887,40.8795,-64.8901,true,abajo,grados
195,8.0311,5.6067,41.0095,-65.0689,true,abajo,grados
196,8.003,5.6246,41.1395,-65.2487,true,abajo,grados
197,7.9747,5.6422,41.2696,-65.4295,true,abajo,grados
198,7.9463,5.6597,41.3997,-65.6111,true,abajo,grados
199,7.9178,5.6769,41.5297,-65.7932,true,abajo,grados
200,7.8892,5.694,41.6596,-65.9757,true,abajo,grados
201,7.8605,5.711,41.7894,-66.1584,true,abajo,grados
202,7.8317,5.7278,41.919,-66.3412,true,abajo,grados
203,7.8029,5.7444,42.0483,-66.5239,true,abajo,grados
204,7.7741,5.761,42.1773,-66.7063,true,abajo,grados
205,7.7453,5.7774,42.3059,-66.8883,true,abajo,grados
206,7.7166,5.7938,42.4342,-67.0698,true,abajo,grados
207,7.6878,5.81,42.5621,-67.2504,true,abajo,grados
208,7.6591,5.8263,42.6895,-67.4303,true,abajo,grados
209,7.6305,5.8424,42.8165,-67.6091,true,abajo,grados
210,7.602,5.8586,42.9429,-67.7867,true,abajo,grados
211,7.5736,5.8747,43.0688,-67.9631,true,abajo,grados
212,7.5453,5.8908,43.1941,-68.138,true,abajo,grados
213,7.5171,5.9069,43.3188,-68.3114,true,abajo,grados
214,7.4891,5.923,43.4429,-68.4832,true,abajo,grados
215,7.4612,5.9392,43.5663,-68.6532,true,abajo,grados
216,7.4336,5.9554,43.689,-68.8213,true,abajo,grados
217,7.4061,5.9717,43.8111,-68.9874,true,abajo,grados
218,7.3788,5.988,43.9324,-69.1514,true,abajo,grados
219,7.3517,6.0044,44.0531,-69.3132,true,abajo,grados
220,7.3248,6.021,44.173,-69.4728,true,abajo,grados
221,7.2982,6.0376,44.2921,-69.63,true,abajo,grados
222,7.2718,6.0544,44.4105,-69.7848,true,abajo,grados
223,7.2457,6.0713,44.5282,-69.937,true,abajo,grados
224,7.2199,6.0883,44.645,-70.0866,true,abajo,grados
225,7.1943,6.1055,44.7611,-70.2336,true,abajo,grados
226,7.169,6.1229,44.8764,-70.3778,true,abajo,grados
227,7.144,6.1404,44.991,-70.5193,true,abajo,grados
228,7.1192,6.1582,45.1047,-70.6579,true,abajo,grados
229,7.0948,6.1761,45.2177,-70.7936,true,abajo,grados
230,7.0707,6.1943,45.3299,-70.9264,true,abajo,grados
231,7.0469,6.2127,45.4413,-71.0563,true,abajo,grados
232,7.0234,6.2313,45.5519,-71.1831,true,abajo,grados
233,7.0002,6.2501,45.6618,-71.3069,true,abajo,grados
234,6.9773,6.2692,45.771,-71.4277,true,abajo,grados
235,6.9548,6.2885,45.8794,-71.5454,true,abajo,grados
236,6.9325,6.3081,45.987,-71.66,true,abajo,grados
237,6.9106,6.328,46.0939,-71.7715,true,abajo,grados
238,6.889,6.3481,46.2002,-71.8799,true,abajo,grados
239,6.8678,6.3685,46.3057,-71.9852,true,abajo,grados
240,6.8468,6.3892,46.4105,-72.0874,true,abajo,grados
241,6.8262,6.4102,46.5147,-72.1866,true,abajo,grados
242,6.8059,6.4315,46.6182,-72.2826,true,abajo,grados
243,6.7859,6.4531,46.721,-72.3756,true,abajo,grados
244,6.7662,6.4749,46.8233,-72.4656,true,abajo,grados
245,6.7468,6.4971,46.9249,-72.5525,true,abajo,grados
246,6.7277,6.5196,47.026,-72.6365,true,abajo,grados
247,6.7089,6.5424,47.1265,-72.7176,true,abajo,grados
248,6.6904,6.5655,47.2265,-72.7958,true,abajo,grados
249,6.6722,6.5889,47.3259,-72.8711,true,abajo,grados
250,6.6542,6.6126,47.4248,-72.9436,true,abajo,grados
251,6.6366,6.6366,47.5233,-73.0134,true,abajo,grados
252,6.6192,6.6609,47.6213,-73.0804,true,abajo,grados
253,6.602,6.6855,47.7188,-73.1449,true,abajo,grados
254,6.5851,6.7104,47.816,-73.2068,true,abajo,grados
255,6.5684,6.7356,47.9127,-73.2662,true,abajo,grados
256,6.5519,6.7611,48.0091,-73.3231,true,abajo,grados
257,6.5357,6.7868,48.1052,-73.3777,true,abajo,grados
258,6.5197,6.8129,48.2009,-73.4301,true,abajo,grados
259,6.5038,6.8392,48.2963,-73.4802,true,abajo,grados
260,6.4881,6.8658,48.3915,-73.5283,true,abajo,grados
261,6.4727,6.8927,48.4864,-73.5744,true,abajo,grados
262,6.4573,6.9198,48.5811,-73.6185,true,abajo,grados
263,6.4421,6.9471,48.6757,-73.6608,true,abajo,grados
264,6.4271,6.9747,48.77,-73.7015,true,abajo,grados
265,6.4121,7.0025,48.8643,-73.7405,true,abajo,grados
266,6.3973,7.0306,48.9584,-73.778,true,abajo,grados
267,6.3826,7.0588,49.0524,-73.8141,true,abajo,grados
268,6.3679,7.0872,49.1463,-73.8489,true,abajo,grados
269,6.3534,7.1158,49.2403,-73.8826,true,abajo,grados
270,6.3388,7.1446,49.3342,-73.9151,true,abajo,grados
271,6.3243,7.1736,49.4281,-73.9468,true,abajo,grados
272,6.3099,7.2026,49.522,-73.9776,true,abajo,grados
273,6.2954,7.2318,49.6161,-74.0078,true,abajo,grados
274,6.281,7.2612,49.7102,-74.0374,true,abajo,grados
275,6.2665,7.2906,49.8044,-74.0665,true,abajo,grados
276,6.252,7.3201,49.8988,-74.0953,true,abajo,grados
277,6.2374,7.3497,49.9934,-74.124,true,abajo,grados
278,6.2228,7.3793,50.0881,-74.1526,true,abajo,grados
279,6.2081,7.409,50.183,-74.1812,true,abajo,grados
280,6.1933,7.4387,50.2782,-74.2101,true,abajo,grados
281,6.1784,7.4684,50.3737,-74.2393,true,abajo,grados
282,6.1634,7.4981,50.4694,-74.269,true,abajo,grados
283,6.1482,7.5277,50.5655,-74.2994,true,abajo,grados
284,6.1329,7.5573,50.6618,-74.3304,true,abajo,grados
285,6.1175,7.5869,50.7586,-74.3624,true,abajo,grados
286,6.1018,7.6163,50.8557,-74.3954,true,abajo,grados
287,6.086,7.6456,50.9532,-74.4296,true,abajo,grados
288,6.0699,7.6748,51.0511,-74.465,true,abajo,grados
289,6.0537,7.7039,51.1494,-74.5019,true,abajo,grados
290,6.0372,7.7328,51.2482,-74.5404,true,abajo,grados
291,6.0204,7.7615,51.3474,-74.5805,true,abajo,grados
292,6.0034,7.79,51.4472,-74.6225,true,abajo,grados
293,5.9862,7.8183,51.5474,-74.6665,true,abajo,grados
294,5.9686,7.8463,51.6482,-74.7125,true,abajo,grados
295,5.9508,7.874,51.7495,-74.7608,true,abajo,grados
296,5.9326,7.9015,51.8513,-74.8114,true,abajo,grados
297,5.9141,7.9286,51.9537,-74.8645,true,abajo,grados
298,5.8953,7.9554,52.0566,-74.9202,true,abajo,grados
299,5.8762,7.9819,52.1601,-74.9787,true,abajo,grados
300,5.8567,8.008,52.2642,-75.0399,true,abajo,grados
301,5.8368,8.0337,52.3689,-75.1042,true,abajo,grados
302,5.8166,8.0589,52.4743,-75.1715,true,abajo,grados
303,5.796,8.0838,52.5802,-75.2419,true,abajo,grados
304,5.775,8.1082,52.6867,-75.3157,true,abajo,grados
305,5.7536,8.1321,52.7938,-75.3928,true,abajo,grados
306,5.7318,8.1555,52.9015,-75.4734,true,abajo,grados
307,5.7096,8.1784,53.0099,-75.5576,true,abajo,grados
308,5.6869,8.2007,53.1188,-75.6455,true,abajo,grados
309,5.6639,8.2225,53.2284,-75.7371,true,abajo,grados
310,5.6404,8.2438,53.3385,-75.8326,true,abajo,grados
311,5.6165,8.2644,53.4493,-75.932,true,abajo,grados
312,5.5921,8.2844,53.5606,-76.0354,true,abajo,grados
313,5.5673,8.3038,53.6725,-76.1429,true,abajo,grados
314,5.5421,8.3226,53.785,-76.2545,true,abajo,grados
315,5.5164,8.3406,53.898,-76.3703,true,abajo,grados
316,5.4902,8.358,54.0115,-76.4904,true,abajo,grados
317,5.4636,8.3747,54.1256,-76.6148,true,abajo,grados
318,5.4365,8.3907,54.2401,-76.7435,true,abajo,grados
319,5.409,8.406,54.3552,-76.8766,true,abajo,grados
320,5.381,8.4205,54.4707,-77.0142,true,abajo,grados
321,5.3525,8.4342,54.5866,-77.1562,true,abajo,grados
322,5.3236,8.4472,54.7029,-77.3027,true,abajo,grados
323,5.2942,8.4594,54.8197,-77.4537,true,abajo,grados
324,5.2644,8.4707,54.9367,-77.6093,true,abajo,grados
325,5.2341,8.4813,55.0541,-77.7693,true,abajo,grados
326,5.2033,8.491,55.1718,-77.9339,true,abajo,grados
327,5.1721,8.4999,55.2898,-78.103,true,abajo,grados
328,5.1404,8.508,55.4079,-78.2767,true,abajo,grados
329,5.1083,8.5152,55.5263,-78.4549,true,abajo,grados
330,5.0758,8.5215,55.6448,-78.6375,true,abajo,grados
331,5.0428,8.527,55.7634,-78.8247,true,abajo,grados
332,5.0094,8.5315,55.8821,-79.0163,true,abajo,grados
333,4.9756,8.5352,56.0008,-79.2122,true,abajo,grados
334,4.9413,8.538,56.1194,-79.4126,true,abajo,grados
335,4.9067,8.5399,56.238,-79.6173,true,abajo,grados
336,4.8716,8.5409,56.3566,-79.8263,true,abajo,grados
337,4.8362,8.5409,56.4749,-80.0395,true,abajo,grados
338,4.8003,8.5401,56.5931,-80.2568,true,abajo,grados
339,4.7641,8.5383,56.711,-80.4783,true,abajo,grados
340,4.7275,8.5356,56.8286,-80.7038,true,abajo,grados
341,4.6905,8.532,56.9458,-80.9332,true,abajo,grados
342,4.6532,8.5275,57.0626,-81.1665,true,abajo,grados
343,4.6156,8.5221,57.179,-81.4036,true,abajo,grados
344,4.5776,8.5158,57.2949,-81.6445,true,abajo,grados
345,4.5393,8.5085,57.4102,-81.8889,true,abajo,grados
346,4.5007,8.5004,57.5249,-82.1369,true,abajo,grados
347,4.4618,8.4913,57.639,-82.3883,true,abajo,grados
348,4.4226,8.4813,57.7523,-82.643,true,abajo,grados
349,4.3832,8.4705,57.8649,-82.9009,true,abajo,grados
350,4.3435,8.4587,57.9766,-83.1619,true,abajo,grados
351,4.3035,8.4461,58.0875,-83.426,true,abajo,grados
352,4.2633,8.4326,58.1975,-83.6929,true,abajo,grados
353,4.2229,8.4183,58.3064,-83.9625,true,abajo,grados
354,4.1823,8.4031,58.4144,-84.2348,true,abajo,grados
355,4.1415,8.3871,58.5213,-84.5097,true,abajo,grados
356,4.1005,8.3702,58.627,-84.7869,true,abajo,grados
357,4.0594,8.3525,58.7316,-85.0663,true,abajo,grados
358,4.0181,8.3341,58.8349,-85.3479,true,abajo,grados
359,3.9767,8.3148,58.937,-85.6315,true,abajo,grados
360,3.9351,8.2948,59.0378,-85.917,true,abajo,grados
361,3.8934,8.274,59.1372,-86.2042,true,abajo,grados
362,3.8517,8.2525,59.2352,-86.4929,true,abajo,grados
363,3.8099,8.2302,59.3318,-86.7831,true,abajo,grados
364,3.768,8.2073,59.4269,-87.0747,true,abajo,grados
365,3.7261,8.1837,59.5206,-87.3674,true,abajo,grados
366,3.6841,8.1594,59.6126,-87.6611,true,abajo,grados
367,3.6421,8.1344,59.7031,-87.9557,true,abajo,grados
368,3.6001,8.1089,59.792,-88.2511,true,abajo,grados
369,3.5582,8.0827,59.8792,-88.5471,true,abajo,grados
370,3.5162,8.056,59.9648,-88.8435,true,abajo,grados
371,3.4743,8.0287,60.0487,-89.1403,true,abajo,grados
372,3.4325,8.0009,60.1309,-89.4372,true,abajo,grados
373,3.3907,7.9726,60.2114,-89.7342,true,abajo,grados
374,3.3491,7.9438,60.2902,-90.0311,true,abajo,grados
375,3.3075,7.9145,60.3671,-90.3277,true,abajo,grados
376,3.266,7.8849,60.4424,-90.624,true,abajo,grados
377,3.2247,7.8548,60.5159,-90.9197,true,abajo,grados
378,3.1835,7.8243,60.5876,-91.2148,true,abajo,grados
379,3.1424,7.7935,60.6575,-91.5091,true,abajo,grados
380,3.1016,7.7624,60.7256,-91.8025,true,abajo,grados
381,3.0609,7.7309,60.792,-92.0949,true,abajo,grados
382,3.0204,7.6992,60.8567,-92.3861,true,abajo,grados
383,2.9801,7.6673,60.9196,-92.6759,true,abajo,grados
384,2.9401,7.6352,60.9807,-92.9644,true,abajo,grados
385,2.9002,7.6029,61.0402,-93.2512,true,abajo,grados
386,2.8606,7.5704,61.098,-93.5364,true,abajo,grados
387,2.8213,7.5379,61.1541,-93.8198,true,abajo,grados
388,2.7822,7.5052,61.2085,-94.1013,true,abajo,grados
389,2.7434,7.4725,61.2614,-94.3808,true,abajo,grados
390,2.7049,7.4398,61.3127,-94.6581,true,abajo,grados
391,2.6667,7.4071,61.3624,-94.9332,true,abajo,grados
392,2.6288,7.3744,61.4107,-95.2059,true,abajo,grados
393,2.5912,7.3418,61.4575,-95.4762,true,abajo,grados
394,2.554,7.3093,61.5029,-95.744,true,abajo,grados
395,2.517,7.277,61.5469,-96.0091,true,abajo,grados
396,2.4804,7.2448,61.5896,-96.2714,true,abajo,grados
397,2.4442,7.2128,61.6311,-96.5309,true,abajo,grados
398,2.4083,7.181,61.6713,-96.7875,true,abajo,grados
399,2.3728,7.1495,61.7105,-97.0411,true,abajo,grados
400,2.3376,7.1183,61.7485,-97.2916,true,abajo,grados
401,2.3028,7.0874,61.7856,-97.539,true,abajo,grados
402,2.2684,7.0568,61.8217,-97.7831,true,abajo,grados
403,2.2344,7.0267,61.857,-98.024,true,abajo,grados
404,2.2008,6.9969,61.8914,-98.2615,true,abajo,grados
405,2.1675,6.9676,61.9251,-98.4955,true,abajo,grados
406,2.1346,6.9388,61.9582,-98.7261,true,abajo,grados
407,2.1022,6.9105,61.9907,-98.9531,true,abajo,grados
408,2.0701,6.8827,62.0228,-99.1766,true,abajo,grados
409,2.0385,6.8554,62.0544,-99.3964,true,abajo,grados
410,2.0072,6.8288,62.0857,-99.6125,true,abajo,grados
411,1.9764,6.8027,62.1167,-99.8249,true,abajo,grados
412,1.9459,6.7774,62.1476,-100.0336,true,abajo,grados
413,1.9159,6.7526,62.1784,-100.2384,true,abajo,grados
414,1.8863,6.7286,62.2093,-100.4395,true,abajo,grados
415,1.857,6.7053,62.2402,-100.6367,true,abajo,grados
416,1.8282,6.6828,62.2713,-100.83,true,abajo,grados
417,1.7998,6.661,62.3027,-101.0194,true,abajo,grados
418,1.7717,6.64,62.3345,-101.2049,true,abajo,grados
419,1.7441,6.6199,62.3667,-101.3865,true,abajo,grados
420,1.7169,6.6006,62.3995,-101.5642,true,abajo,grados
421,1.69,6.5821,62.4329,-101.7379,true,abajo,grados
422,1.6635,6.5646,62.467,-101.9077,true,abajo,grados
423,1.6374,6.5479,62.502,-102.0736,true,abajo,grados
424,1.6117,6.5322,62.5378,-102.2355,true,abajo,grados
425,1.5864,6.5174,62.5746,-102.3935,true,abajo,grados
426,1.5614,6.5036,62.6124,-102.5476,true,abajo,grados
427,1.5367,6.4908,62.6514,-102.6977,true,abajo,grados
428,1.5125,6.4789,62.6916,-102.844,true,abajo,grados
429,1.4885,6.4681,62.7331,-102.9864,true,abajo,grados
430,1.4649,6.4583,62.776,-103.1249,true,abajo,grados
431,1.4416,6.4496,62.8203,-103.2596,true,abajo,grados
432,1.4187,6.4419,62.8662,-103.3905,true,abajo,grados
433,1.396,6.4352,62.9136,-103.5176,true,abajo,grados
434,1.3737,6.4297,62.9628,-103.6409,true,abajo,grados
435,1.3517,6.4252,63.0136,-103.7605,true,abajo,grados
436,1.3299,6.4219,63.0663,-103.8764,true,abajo,grados
437,1.3084,6.4196,63.1208,-103.9887,true,abajo,grados
438,1.2872,6.4185,63.1773,-104.0973,true,abajo,grados
439,1.2662,6.4184,63.2357,-104.2024,true,abajo,grados
440,1.2455,6.4195,63.2962,-104.3039,true,abajo,grados
441,1.225,6.4218,63.3588,-104.402,true,abajo,grados
442,1.2048,6.4251,63.4234,-104.4965,true,abajo,grados
