indice,x_cm,y_cm,theta1,theta2,alcanzable,configuracion,unidad_angulos
845,-6.3113,3.3671,-0.4712,2.5245,true,arriba,radianes
846,-6.3614,3.3682,-0.4685,2.5284,true,arriba,radianes
847,-6.412,3.3692,-0.4658,2.5323,true,arriba,radianes
848,-6.463,3.3702,-0.4631,2.5362,true,arriba,radianes
849,-6.5145,3.371,-0.4602,2.5402,true,arriba,radianes
850,-6.5664,3.3718,-0.4574,2.5443,true,arriba,radianes
851,-6.6186,3.3724,-0.4544,2.5483,true,arriba,radianes
852,-6.6712,3.3728,-0.4514,2.5524,true,arriba,radianes
853,-6.7241,3.3731,-0.4483,2.5565,true,arriba,radianes
854,-6.7773,3.3731,-0.4452,2.5607,true,arriba,radianes
855,-6.8307,3.373,-0.442,2.5649,true,arriba,radianes
856,-6.8844,3.3726,-0.4388,2.5691,true,arriba,radianes
857,-6.9383,3.372,-0.4356,2.5733,true,arriba,radianes
858,-6.9923,3.3712,-0.4322,2.5775,true,arriba,radianes
859,-7.0465,3.3701,-0.4289,2.5818,true,arriba,radianes
860,-7.1008,3.3687,-0.4255,2.5861,true,arriba,radianes
861,-7.1552,3.367,-0.422,2.5904,true,arriba,radianes
862,-7.2096,3.365,-0.4185,2.5947,true,arriba,radianes
863,-7.2641,3.3626,-0.415,2.599,true,arriba,radianes
864,-7.3185,3.3599,-0.4114,2.6033,true,arriba,radianes
865,-7.3729,3.3569,-0.4078,2.6077,true,arriba,radianes
866,-7.4272,3.3535,-0.4042,2.6121,true,arriba,radianes
867,-7.4815,3.3498,-0.4006,2.6164,true,arriba,radianes
868,-7.5356,3.3456,-0.3969,2.6208,true,arriba,radianes
869,-7.5896,3.3411,-0.3932,2.6252,true,arriba,radianes
870,-7.6434,3.3361,-0.3895,2.6295,true,arriba,radianes
871,-7.6969,3.3308,-0.3857,2.6339,true,arriba,radianes
872,-7.7503,3.325,-0.382,2.6383,true,arriba,radianes
873,-7.8033,3.3187,-0.3782,2.6427,true,arriba,radianes
874,-7.8561,3.3121,-0.3744,2.6471,true,arriba,radianes
875,-7.9086,3.305,-0.3706,2.6514,true,arriba,radianes
876,-7.9607,3.2974,-0.3668,2.6558,true,arriba,radianes
877,-8.0124,3.2894,-0.3631,2.6602,true,arriba,radianes
878,-8.0637,3.2809,-0.3593,2.6645,true,arriba,radianes
879,-8.1146,3.2719,-0.3555,2.6689,true,arriba,radianes
880,-8.165,3.2625,-0.3517,2.6732,true,arriba,radianes
881,-8.215,3.2525,-0.348,2.6775,true,arriba,radianes
882,-8.2645,3.2421,-0.3442,2.6818,true,arriba,radianes
883,-8.3134,3.2312,-0.3405,2.6861,true,arriba,radianes
884,-8.3618,3.2198,-0.3368,2.6904,true,arriba,radianes
885,-8.4096,3.208,-0.3332,2.6946,true,arriba,radianes
886,-8.4568,3.1956,-0.3295,2.6989,true,arriba,radianes
887,-8.5034,3.1827,-0.3259,2.7031,true,arriba,radianes
888,-8.5494,3.1693,-0.3224,2.7073,true,arriba,radianes
889,-8.5947,3.1554,-0.3189,2.7114,true,arriba,radianes
890,-8.6394,3.1411,-0.3154,2.7156,true,arriba,radianes
891,-8.6833,3.1262,-0.312,2.7197,true,arriba,radianes
892,-8.7266,3.1108,-0.3086,2.7238,true,arriba,radianes
893,-8.7691,3.095,-0.3053,2.7278,true,arriba,radianes
894,-8.8109,3.0786,-0.302,2.7319,true,arriba,radianes
895,-8.8519,3.0618,-0.2988,2.7359,true,arriba,radianes
896,-8.8921,3.0444,-0.2957,2.7398,true,arriba,radianes
897,-8.9315,3.0266,-0.2927,2.7438,true,arriba,radianes
898,-8.9702,3.0083,-0.2897,2.7477,true,arriba,radianes
899,-9.008,2.9896,-0.2869,2.7515,true,arriba,radianes
900,-9.045,2.9703,-0.2841,2.7554,true,arriba,radianes
901,-9.0811,2.9506,-0.2814,2.7592,true,arriba,radianes
902,-9.1164,2.9305,-0.2788,2.7629,true,arriba,radianes
903,-9.1508,2.9099,-0.2762,2.7666,true,arriba,radianes
904,-9.1844,2.8888,-0.2738,2.7703,true,arriba,radianes
905,-9.2171,2.8673,-0.2715,2.7739,true,arriba,radianes
906,-9.2489,2.8453,-0.2693,2.7775,true,arriba,radianes
907,-9.2798,2.823,-0.2673,2.781,true,arriba,radianes
908,-9.3099,2.8002,-0.2653,2.7845,true,arriba,radianes
909,-9.339,2.777,-0.2635,2.788,true,arriba,radianes
910,-9.3672,2.7534,-0.2618,2.7914,true,arriba,radianes
911,-9.3945,2.7294,-0.2602,2.7947,true,arriba,radianes
912,-9.4209,2.705,-0.2587,2.798,true,arriba,radianes
913,-9.4464,2.6802,-0.2574,2.8013,true,arriba,radianes
914,-9.471,2.6551,-0.2562,2.8044,true,arriba,radianes
915,-9.4947,2.6296,-0.2552,2.8076,true,arriba,radianes
916,-9.5175,2.6037,-0.2543,2.8107,true,arriba,radianes
917,-9.5394,2.5775,-0.2536,2.8137,true,arriba,radianes
918,-9.5604,2.551,-0.253,2.8166,true,arriba,radianes
919,-9.5804,2.5241,-0.2525,2.8195,true,arriba,radianes
920,-9.5996,2.4969,-0.2523,2.8224,true,arriba,radianes
921,-9.6179,2.4695,-0.2522,2.8252,true,arriba,radianes
922,-9.6353,2.4417,-0.2522,2.8279,true,arriba,radianes
923,-9.6519,2.4136,-0.2524,2.8305,true,arriba,radianes
924,-9.6675,2.3853,-0.2528,2.8331,true,arriba,radianes
925,-9.6824,2.3567,-0.2533,2.8357,true,arriba,radianes
926,-9.6963,2.3279,-0.254,2.8381,true,arriba,radianes
927,-9.7095,2.2988,-0.2549,2.8405,true,arriba,radianes
928,-9.7218,2.2695,-0.256,2.8428,true,arriba,radianes
929,-9.7333,2.2399,-0.2572,2.8451,true,arriba,radianes
930,-9.744,2.2102,-0.2586,2.8473,true,arriba,radianes
931,-9.7539,2.1802,-0.2602,2.8494,true,arriba,radianes
932,-9.763,2.1501,-0.262,2.8515,true,arriba,radianes
933,-9.7713,2.1198,-0.2639,2.8534,true,arriba,radianes
934,-9.7789,2.0893,-0.266,2.8553,true,arriba,radianes
935,-9.7858,2.0586,-0.2683,2.8572,true,arriba,radianes
936,-9.792,2.0278,-0.2707,2.859,true,arriba,radianes
937,-9.7974,1.9969,-0.2733,2.8607,true,arriba,radianes
938,-9.8022,1.9658,-0.2761,2.8623,true,arriba,radianes
939,-9.8063,1.9346,-0.2791,2.8638,true,arriba,radianes
940,-9.8097,1.9033,-0.2822,2.8653,true,arriba,radianes
941,-9.8126,1.8718,-0.2855,2.8667,true,arriba,radianes
942,-9.8148,1.8403,-0.2889,2.8681,true,arriba,radianes
943,-9.8164,1.8087,-0.2925,2.8694,true,arriba,radianes
944,-9.8174,1.777,-0.2963,2.8706,true,arriba,radianes
945,-9.8179,1.7453,-0.3002,2.8717,true,arriba,radianes
946,-9.8178,1.7135,-0.3042,2.8728,true,arriba,radianes
947,-9.8173,1.6816,-0.3084,2.8738,true,arriba,radianes
948,-9.8162,1.6497,-0.3127,2.8747,true,arriba,radianes
949,-9.8147,1.6178,-0.3172,2.8756,true,arriba,radianes
950,-9.8127,1.5858,-0.3218,2.8764,true,arriba,radianes
951,-9.8103,1.5538,-0.3265,2.8772,true,arriba,radianes
952,-9.8074,1.5218,-0.3314,2.8778,true,arriba,radianes
953,-9.8042,1.4898,-0.3363,2.8785,true,arriba,radianes
954,-9.8006,1.4577,-0.3414,2.8791,true,arriba,radianes
955,-9.7967,1.4257,-0.3466,2.8796,true,arriba,radianes
956,-9.7925,1.3937,-0.3519,2.88,true,arriba,radianes
957,-9.7879,1.3617,-0.3572,2.8804,true,arriba,radianes
958,-9.7831,1.3297,-0.3627,2.8808,true,arriba,radianes
959,-9.778,1.2977,-0.3682,2.8811,true,arriba,radianes
960,-9.7727,1.2658,-0.3739,2.8814,true,arriba,radianes
961,-9.7671,1.2339,-0.3795,2.8816,true,arriba,radianes
962,-9.7614,1.202,-0.3853,2.8818,true,arriba,radianes
963,-9.7555,1.1702,-0.3911,2.8819,true,arriba,radianes
964,-9.7495,1.1384,-0.397,2.882,true,arriba,radianes
965,-9.7433,1.1067,-0.4029,2.8821,true,arriba,radianes
966,-9.737,1.075,-0.4089,2.8821,true,arriba,radianes
967,-9.7307,1.0433,-0.4149,2.8821,true,arriba,radianes
968,-9.7242,1.0118,-0.4209,2.8821,true,arriba,radianes
969,-9.7177,0.9802,-0.427,2.882,true,arriba,radianes
970,-9.7112,0.9488,-0.4331,2.8819,true,arriba,radianes
971,-9.7047,0.9174,-0.4392,2.8818,true,arriba,radianes
972,-9.6982,0.886,-0.4454,2.8817,true,arriba,radianes
973,-9.6917,0.8547,-0.4515,2.8816,true,arriba,radianes
974,-9.6853,0.8235,-0.4577,2.8814,true,arriba,radianes
975,-9.679,0.7924,-0.4638,2.8812,true,arriba,radianes
976,-9.6727,0.7613,-0.47,2.8811,true,arriba,radianes
977,-9.6665,0.7302,-0.4761,2.8809,true,arriba,radianes
978,-9.6605,0.6993,-0.4823,2.8807,true,arriba,radianes
979,-9.6546,0.6683,-0.4884,2.8804,true,arriba,radianes
980,-9.6488,0.6375,-0.4945,2.8802,true,arriba,radianes
981,-9.6432,0.6067,-0.5006,2.88,true,arriba,radianes
982,-9.6378,0.576,-0.5067,2.8798,true,arriba,radianes
983,-9.6326,0.5453,-0.5128,2.8796,true,arriba,radianes
984,-9.6275,0.5147,-0.5188,2.8794,true,arriba,radianes
985,-9.6227,0.4841,-0.5248,2.8791,true,arriba,radianes
986,-9.6182,0.4536,-0.5308,2.8789,true,arriba,radianes
987,-9.6138,0.4231,-0.5368,2.8787,true,arriba,radianes
988,-9.6097,0.3927,-0.5428,2.8785,true,arriba,radianes
989,-9.6059,0.3623,-0.5487,2.8784,true,arriba,radianes
990,-9.6024,0.332,-0.5546,2.8782,true,arriba,radianes
991,-9.5991,0.3017,-0.5604,2.878,true,arriba,radianes
992,-9.5961,0.2714,-0.5662,2.8779,true,arriba,radianes
993,-9.5934,0.2412,-0.572,2.8777,true,arriba,radianes
994,-9.5911,0.211,-0.5778,2.8776,true,arriba,radianes
995,-9.589,0.1808,-0.5835,2.8775,true,arriba,radianes
996,-9.5872,0.1506,-0.5892,2.8774,true,arriba,radianes
997,-9.5858,0.1205,-0.5949,2.8773,true,arriba,radianes
998,-9.5846,0.0903,-0.6006,2.8773,true,arriba,radianes
999,-9.5838,0.0602,-0.6062,2.8772,true,arriba,radianes
1000,-9.5833,0.0301,-0.6118,2.8772,true,arriba,radianes
1001,-9.5832,0.0,-0.6174,2.8772,true,arriba,radianes
1002,-9.5833,-0.0301,-0.6229,2.8772,true,arriba,radianes
1003,-9.5838,-0.0602,-0.6284,2.8772,true,arriba,radianes
1004,-9.5846,-0.0903,-0.6339,2.8773,true,arriba,radianes
1005,-9.5858,-0.1205,-0.6394,2.8773,true,arriba,radianes
1006,-9.5872,-0.1506,-0.6449,2.8774,true,arriba,radianes
1007,-9.589,-0.1808,-0.6503,2.8775,true,arriba,radianes
1008,-9.5911,-0.211,-0.6558,2.8776,true,arriba,radianes
1009,-9.5934,-0.2412,-0.6612,2.8777,true,arriba,radianes
1010,-9.5961,-0.2714,-0.6666,2.8779,true,arriba,radianes
1011,-9.5991,-0.3017,-0.672,2.878,true,arriba,radianes
1012,-9.6024,-0.332,-0.6774,2.8782,true,arriba,radianes
1013,-9.6059,-0.3623,-0.6828,2.8784,true,arriba,radianes
1014,-9.6097,-0.3927,-0.6882,2.8785,true,arriba,radianes
1015,-9.6138,-0.4231,-0.6936,2.8787,true,arriba,radianes
1016,-9.6182,-0.4536,-0.699,2.8789,true,arriba,radianes
1017,-9.6227,-0.4841,-0.7044,2.8791,true,arriba,radianes
1018,-9.6275,-0.5147,-0.7098,2.8794,true,arriba,radianes
1019,-9.6326,-0.5453,-0.7153,2.8796,true,arriba,radianes
1020,-9.6378,-0.576,-0.7207,2.8798,true,arriba,radianes
1021,-9.6432,-0.6067,-0.7262,2.88,true,arriba,radianes
1022,-9.6488,-0.6375,-0.7317,2.8802,true,arriba,radianes
1023,-9.6546,-0.6683,-0.7372,2.8804,true,arriba,radianes
1024,-9.6605,-0.6993,-0.7427,2.8807,true,arriba,radianes
1025,-9.6665,-0.7302,-0.7483,2.8809,true,arriba,radianes
1026,-9.6727,-0.7613,-0.7538,2.8811,true,arriba,radianes
1027,-9.679,-0.7924,-0.7595,2.8812,true,arriba,radianes
1028,-9.6853,-0.8235,-0.7651,2.8814,true,arriba,radianes
1029,-9.6917,-0.8547,-0.7708,2.8816,true,arriba,radianes
1030,-9.6982,-0.886,-0.7765,2.8817,true,arriba,radianes
1031,-9.7047,-0.9174,-0.7823,2.8818,true,arriba,radianes
1032,-9.7112,-0.9488,-0.7881,2.8819,true,arriba,radianes
1033,-9.7177,-0.9802,-0.794,2.882,true,arriba,radianes
1034,-9.7242,-1.0118,-0.7999,2.8821,true,arriba,radianes
1035,-9.7307,-1.0433,-0.8058,2.8821,true,arriba,radianes
1036,-9.737,-1.075,-0.8119,2.8821,true,arriba,radianes
1037,-9.7433,-1.1067,-0.8179,2.8821,true,arriba,radianes
1038,-9.7495,-1.1384,-0.824,2.882,true,arriba,radianes
1039,-9.7555,-1.1702,-0.8302,2.8819,true,arriba,radianes
1040,-9.7614,-1.202,-0.8364,2.8818,true,arriba,radianes
1041,-9.7671,-1.2339,-0.8427,2.8816,true,arriba,radianes
1042,-9.7727,-1.2658,-0.849,2.8814,true,arriba,radianes
1043,-9.778,-1.2977,-0.8554,2.8811,true,arriba,radianes
1044,-9.7831,-1.3297,-0.8618,2.8808,true,arriba,radianes
1045,-9.7879,-1.3617,-0.8683,2.8804,true,arriba,radianes
1046,-9.7925,-1.3937,-0.8749,2.88,true,arriba,radianes
1047,-9.7967,-1.4257,-0.8815,2.8796,true,arriba,radianes
1048,-9.8006,-1.4577,-0.8881,2.8791,true,arriba,radianes
1049,-9.8042,-1.4898,-0.8948,2.8785,true,arriba,radianes
1050,-9.8074,-1.5218,-0.9016,2.8778,true,arriba,radianes
1051,-9.8103,-1.5538,-0.9083,2.8772,true,arriba,radianes
1052,-9.8127,-1.5858,-0.9152,2.8764,true,arriba,radianes
1053,-9.8147,-1.6178,-0.922,2.8756,true,arriba,radianes
1054,-9.8162,-1.6497,-0.929,2.8747,true,arriba,radianes
1055,-9.8173,-1.6816,-0.9359,2.8738,true,arriba,radianes
1056,-9.8178,-1.7135,-0.9429,2.8728,true,arriba,radianes
1057,-9.8179,-1.7453,-0.9499,2.8717,true,arriba,radianes
1058,-9.8174,-1.777,-0.9569,2.8706,true,arriba,radianes
1059,-9.8164,-1.8087,-0.9639,2.8694,true,arriba,radianes
1060,-9.8148,-1.8403,-0.971,2.8681,true,arriba,radianes
1061,-9.8126,-1.8718,-0.9781,2.8667,true,arriba,radianes
1062,-9.8097,-1.9033,-0.9851,2.8653,true,arriba,radianes
1063,-9.8063,-1.9346,-0.9922,2.8638,true,arriba,radianes
1064,-9.8022,-1.9658,-0.9992,2.8623,true,arriba,radianes
1065,-9.7974,-1.9969,-1.0063,2.8607,true,arriba,radianes
1066,-9.792,-2.0278,-1.0133,2.859,true,arriba,radianes
1067,-9.7858,-2.0586,-1.0203,2.8572,true,arriba,radianes
1068,-9.7789,-2.0893,-1.0273,2.8553,true,arriba,radianes
1069,-9.7713,-2.1198,-1.0342,2.8534,true,arriba,radianes
1070,-9.763,-2.1501,-1.0411,2.8515,true,arriba,radianes
1071,-9.7539,-2.1802,-1.048,2.8494,true,arriba,radianes
1072,-9.744,-2.2102,-1.0547,2.8473,true,arriba,radianes
1073,-9.7333,-2.2399,-1.0615,2.8451,true,arriba,radianes
1074,-9.7218,-2.2695,-1.0681,2.8428,true,arriba,radianes
1075,-9.7095,-2.2988,-1.0747,2.8405,true,arriba,radianes
1076,-9.6963,-2.3279,-1.0813,2.8381,true,arriba,radianes
1077,-9.6824,-2.3567,-1.0877,2.8357,true,arriba,radianes
1078,-9.6675,-2.3853,-1.094,2.8331,true,arriba,radianes
1079,-9.6519,-2.4136,-1.1003,2.8305,true,arriba,radianes
1080,-9.6353,-2.4417,-1.1064,2.8279,true,arriba,radianes
1081,-9.6179,-2.4695,-1.1125,2.8252,true,arriba,radianes
1082,-9.5996,-2.4969,-1.1184,2.8224,true,arriba,radianes
1083,-9.5804,-2.5241,-1.1243,2.8195,true,arriba,radianes
1084,-9.5604,-2.551,-1.13,2.8166,true,arriba,radianes
1085,-9.5394,-2.5775,-1.1356,2.8137,true,arriba,radianes
1086,-9.5175,-2.6037,-1.1411,2.8107,true,arriba,radianes
1087,-9.4947,-2.6296,-1.1464,2.8076,true,arriba,radianes
1088,-9.471,-2.6551,-1.1516,2.8044,true,arriba,radianes
1089,-9.4464,-2.6802,-1.1567,2.8013,true,arriba,radianes
1090,-9.4209,-2.705,-1.1616,2.798,true,arriba,radianes
1091,-9.3945,-2.7294,-1.1664,2.7947,true,arriba,radianes
1092,-9.3672,-2.7534,-1.1711,2.7914,true,arriba,radianes
1093,-9.339,-2.777,-1.1756,2.788,true,arriba,radianes
1094,-9.3099,-2.8002,-1.1799,2.7845,true,arriba,radianes
1095,-9.2798,-2.823,-1.1842,2.781,true,arriba,radianes
1096,-9.2489,-2.8453,-1.1882,2.7775,true,arriba,radianes
1097,-9.2171,-2.8673,-1.1921,2.7739,true,arriba,radianes
1098,-9.1844,-2.8888,-1.1959,2.7703,true,arriba,radianes
1099,-9.1508,-2.9099,-1.1995,2.7666,true,arriba,radianes
1100,-9.1164,-2.9305,-1.203,2.7629,true,arriba,radianes
1101,-9.0811,-2.9506,-1.2063,2.7592,true,arriba,radianes
1102,-9.045,-2.9703,-1.2094,2.7554,true,arriba,radianes
1103,-9.008,-2.9896,-1.2124,2.7515,true,arriba,radianes
1104,-8.9702,-3.0083,-1.2153,2.7477,true,arriba,radianes
1105,-8.9315,-3.0266,-1.218,2.7438,true,arriba,radianes
1106,-8.8921,-3.0444,-1.2205,2.7398,true,arriba,radianes
1107,-8.8519,-3.0618,-1.2229,2.7359,true,arriba,radianes
1108,-8.8109,-3.0786,-1.2252,2.7319,true,arriba,radianes
1109,-8.7691,-3.095,-1.2273,2.7278,true,arriba,radianes
1110,-8.7266,-3.1108,-1.2293,2.7238,true,arriba,radianes
1111,-8.6833,-3.1262,-1.2311,2.7197,true,arriba,radianes
1112,-8.6394,-3.1411,-1.2328,2.7156,true,arriba,radianes
1113,-8.5947,-3.1554,-1.2343,2.7114,true,arriba,radianes
1114,-8.5494,-3.1693,-1.2357,2.7073,true,arriba,radianes
1115,-8.5034,-3.1827,-1.237,2.7031,true,arriba,radianes
1116,-8.4568,-3.1956,-1.2382,2.6989,true,arriba,radianes
1117,-8.4096,-3.208,-1.2392,2.6946,true,arriba,radianes
1118,-8.3618,-3.2198,-1.2401,2.6904,true,arriba,radianes
1119,-8.3134,-3.2312,-1.2408,2.6861,true,arriba,radianes
1120,-8.2645,-3.2421,-1.2415,2.6818,true,arriba,radianes
1121,-8.215,-3.2525,-1.242,2.6775,true,arriba,radianes
1122,-8.165,-3.2625,-1.2424,2.6732,true,arriba,radianes
1123,-8.1146,-3.2719,-1.2427,2.6689,true,arriba,radianes
1124,-8.0637,-3.2809,-1.2429,2.6645,true,arriba,radianes
1125,-8.0124,-3.2894,-1.243,2.6602,true,arriba,radianes
1126,-7.9607,-3.2974,-1.243,2.6558,true,arriba,radianes
1127,-7.9086,-3.305,-1.2429,2.6514,true,arriba,radianes
1128,-7.8561,-3.3121,-1.2427,2.6471,true,arriba,radianes
1129,-7.8033,-3.3187,-1.2424,2.6427,true,arriba,radianes
1130,-7.7503,-3.325,-1.242,2.6383,true,arriba,radianes
1131,-7.6969,-3.3308,-1.2415,2.6339,true,arriba,radianes
1132,-7.6434,-3.3361,-1.241,2.6295,true,arriba,radianes
1133,-7.5896,-3.3411,-1.2403,2.6252,true,arriba,radianes
1134,-7.5356,-3.3456,-1.2396,2.6208,true,arriba,radianes
1135,-7.4815,-3.3498,-1.2388,2.6164,true,arriba,radianes
1136,-7.4272,-3.3535,-1.238,2.6121,true,arriba,radianes
1137,-7.3729,-3.3569,-1.2371,2.6077,true,arriba,radianes
1138,-7.3185,-3.3599,-1.2361,2.6033,true,arriba,radianes
1139,-7.2641,-3.3626,-1.2351,2.599,true,arriba,radianes
1140,-7.2096,-3.365,-1.234,2.5947,true,arriba,radianes
1141,-7.1552,-3.367,-1.2329,2.5904,true,arriba,radianes
1142,-7.1008,-3.3687,-1.2317,2.5861,true,arriba,radianes
1143,-7.0465,-3.3701,-1.2305,2.5818,true,arriba,radianes
1144,-6.9923,-3.3712,-1.2292,2.5775,true,arriba,radianes
1145,-6.9383,-3.372,-1.2279,2.5733,true,arriba,radianes
1146,-6.8844,-3.3726,-1.2266,2.5691,true,arriba,radianes
1147,-6.8307,-3.373,-1.2252,2.5649,true,arriba,radianes
1148,-6.7773,-3.3731,-1.2238,2.5607,true,arriba,radianes
1149,-6.7241,-3.3731,-1.2224,2.5565,true,arriba,radianes
1150,-6.6712,-3.3728,-1.2209,2.5524,true,arriba,radianes
1151,-6.6186,-3.3724,-1.2195,2.5483,true,arriba,radianes
1152,-6.5664,-3.3718,-1.218,2.5443,true,arriba,radianes
1153,-6.5145,-3.371,-1.2165,2.5402,true,arriba,radianes
1154,-6.463,-3.3702,-1.2151,2.5362,true,arriba,radianes
1155,-6.412,-3.3692,-1.2136,2.5323,true,arriba,radianes
1156,-6.3614,-3.3682,-1.2121,2.5284,true,arriba,radianes
1157,-6.3113,-3.3671,-1.2106,2.5245,true,arriba,radianes
1158,-6.2617,-3.366,-1.2091,2.5206,true,arriba,radianes
1159,-6.2127,-3.3648,-1.2076,2.5168,true,arriba,radianes
1160,-6.1642,-3.3636,-1.2062,2.5131,true,arriba,radianes
1161,-6.1162,-3.3624,-1.2047,2.5093,true,arriba,radianes
1162,-6.0689,-3.3613,-1.2033,2.5057,true,arriba,radianes
1163,-6.0222,-3.3602,-1.2019,2.502,true,arriba,radianes
1164,-5.9762,-3.3592,-1.2005,2.4985,true,arriba,radianes
1165,-5.9309,-3.3583,-1.1991,2.4949,true,arriba,radianes
1166,-5.8863,-3.3575,-1.1978,2.4915,true,arriba,radianes
1167,-5.8423,-3.3568,-1.1965,2.488,true,arriba,radianes
1168,-5.7992,-3.3563,-1.1952,2.4847,true,arriba,radianes
1169,-5.7568,-3.3559,-1.1939,2.4814,true,arriba,radianes
1170,-5.7152,-3.3557,-1.1927,2.4781,true,arriba,radianes
1171,-5.6743,-3.3558,-1.1916,2.4749,true,arriba,radianes
1172,-5.6344,-3.3561,-1.1905,2.4717,true,arriba,radianes
1173,-5.5952,-3.3566,-1.1894,2.4686,true,arriba,radianes
1174,-5.5569,-3.3574,-1.1884,2.4656,true,arriba,radianes
1175,-5.5195,-3.3586,-1.1874,2.4626,true,arriba,radianes
1176,-5.483,-3.36,-1.1865,2.4597,true,arriba,radianes
1177,-5.4474,-3.3617,-1.1856,2.4569,true,arriba,radianes
1178,-5.4127,-3.3638,-1.1848,2.4541,true,arriba,radianes
1179,-5.3789,-3.3663,-1.184,2.4514,true,arriba,radianes
1180,-5.3461,-3.3692,-1.1833,2.4487,true,arriba,radianes
1181,-5.3142,-3.3725,-1.1827,2.4461,true,arriba,radianes
1182,-5.2833,-3.3762,-1.1821,2.4436,true,arriba,radianes
1183,-5.2534,-3.3804,-1.1816,2.4411,true,arriba,radianes
1184,-5.2244,-3.385,-1.1812,2.4387,true,arriba,radianes
1185,-5.1965,-3.3901,-1.1808,2.4363,true,arriba,radianes
1186,-5.1696,-3.3958,-1.1805,2.4341,true,arriba,radianes
1187,-5.1436,-3.4019,-1.1803,2.4319,true,arriba,radianes
1188,-5.1187,-3.4086,-1.1802,2.4297,true,arriba,radianes
1189,-5.0948,-3.4158,-1.1801,2.4276,true,arriba,radianes
1190,-5.0719,-3.4236,-1.1801,2.4256,true,arriba,radianes
1191,-5.05,-3.432,-1.1802,2.4237,true,arriba,radianes
1192,-5.0292,-3.441,-1.1804,2.4218,true,arriba,radianes
1193,-5.0094,-3.4506,-1.1806,2.42,true,arriba,radianes
1194,-4.9906,-3.4608,-1.181,2.4182,true,arriba,radianes
1195,-4.9728,-3.4717,-1.1814,2.4165,true,arriba,radianes
1196,-4.9561,-3.4832,-1.1819,2.4149,true,arriba,radianes
1197,-4.9404,-3.4954,-1.1825,2.4133,true,arriba,radianes
1198,-4.9257,-3.5083,-1.1831,2.4118,true,arriba,radianes
1199,-4.912,-3.5219,-1.1839,2.4104,true,arriba,radianes
1200,-4.8994,-3.5361,-1.1848,2.409,true,arriba,radianes
1201,-4.8877,-3.5511,-1.1857,2.4076,true,arriba,radianes
1202,-4.8771,-3.5669,-1.1867,2.4064,true,arriba,radianes
1203,-4.8674,-3.5833,-1.1879,2.4051,true,arriba,radianes
1204,-4.8587,-3.6005,-1.1891,2.404,true,arriba,radianes
1205,-4.851,-3.6185,-1.1904,2.4029,true,arriba,radianes
1206,-4.8443,-3.6372,-1.1918,2.4018,true,arriba,radianes
1207,-4.8385,-3.6566,-1.1933,2.4008,true,arriba,radianes
1208,-4.8336,-3.6769,-1.1949,2.3999,true,arriba,radianes
1209,-4.8297,-3.6979,-1.1966,2.399,true,arriba,radianes
1210,-4.8267,-3.7197,-1.1984,2.3981,true,arriba,radianes
1211,-4.8246,-3.7423,-1.2002,2.3973,true,arriba,radianes
1212,-4.8233,-3.7657,-1.2022,2.3965,true,arriba,radianes
1213,-4.823,-3.7899,-1.2043,2.3958,true,arriba,radianes
1214,-4.8235,-3.8149,-1.2064,2.3951,true,arriba,radianes
1215,-4.8249,-3.8406,-1.2087,2.3945,true,arriba,radianes
1216,-4.827,-3.8672,-1.211,2.3938,true,arriba,radianes
1217,-4.83,-3.8946,-1.2134,2.3933,true,arriba,radianes
1218,-4.8338,-3.9227,-1.2159,2.3927,true,arriba,radianes
1219,-4.8383,-3.9517,-1.2186,2.3922,true,arriba,radianes
1220,-4.8436,-3.9814,-1.2213,2.3917,true,arriba,radianes
1221,-4.8496,-4.012,-1.224,2.3912,true,arriba,radianes
1222,-4.8563,-4.0433,-1.2269,2.3908,true,arriba,radianes
1223,-4.8637,-4.0754,-1.2299,2.3904,true,arriba,radianes
1224,-4.8718,-4.1083,-1.233,2.39,true,arriba,radianes
1225,-4.8805,-4.1419,-1.2361,2.3896,true,arriba,radianes
1226,-4.8899,-4.1763,-1.2393,2.3892,true,arriba,radianes
1227,-4.8998,-4.2115,-1.2426,2.3888,true,arriba,radianes
1228,-4.9103,-4.2474,-1.246,2.3885,true,arriba,radianes
1229,-4.9214,-4.2841,-1.2495,2.3882,true,arriba,radianes
1230,-4.9329,-4.3215,-1.253,2.3878,true,arriba,radianes
1231,-4.945,-4.3596,-1.2566,2.3875,true,arriba,radianes
1232,-4.9576,-4.3985,-1.2603,2.3872,true,arriba,radianes
1233,-4.9706,-4.438,-1.2641,2.3868,true,arriba,radianes
1234,-4.984,-4.4782,-1.2679,2.3865,true,arriba,radianes
1235,-4.9979,-4.5191,-1.2718,2.3861,true,arriba,radianes
1236,-5.0121,-4.5606,-1.2758,2.3858,true,arriba,radianes
1237,-5.0266,-4.6028,-1.2798,2.3854,true,arriba,radianes
1238,-5.0415,-4.6457,-1.2839,2.385,true,arriba,radianes
1239,-5.0567,-4.6891,-1.2881,2.3846,true,arriba,radianes
1240,-5.0722,-4.7332,-1.2923,2.3842,true,arriba,radianes
1241,-5.0879,-4.7778,-1.2966,2.3838,true,arriba,radianes
1242,-5.1038,-4.823,-1.3009,2.3834,true,arriba,radianes
1243,-5.1199,-4.8688,-1.3052,2.3829,true,arriba,radianes
1244,-5.1362,-4.9151,-1.3096,2.3824,true,arriba,radianes
