theta,x,y,r
0.0,-6.758573874017925,-8.276865861616978e-16,6.758573874017925
0.0031415926535897933,-6.759132920489046,-0.02123451218643576,6.759166275610223
0.006283185307179587,-6.760809554212242,-0.042479978271245535,6.760943009438955
0.00942477796076938,-6.7636022586243065,-0.06374733699666288,6.763902663096356
0.012566370614359173,-6.767508507810283,-0.08504749681289796,6.768042884024798
0.015707963267948967,-6.772524769037151,-0.10639132078264961,6.77336038169826
0.01884955592153876,-6.7786465062971395,-0.12778961154625434,6.779850930673444
0.02199114857512855,-6.785868184856851,-0.1492530963674509,6.787509374507536
0.025132741228718346,-6.794183276807294,-0.17079241227982597,6.796329630538844
0.02827433388230814,-6.803584267608803,-0.19241809135368257,6.806304695525628
0.031415926535897934,-6.81406266362382,-0.21414054610310773,6.817426652137702
0.034557519189487726,-6.825609000629352,-0.23597005505266241,6.829686676294453
0.03769911184307752,-6.838212853299966,-0.25791674848301743,6.843075045342183
0.04084070449666731,-6.851862845651045,-0.2799905943746241,6.857581147062825
0.0439822971502571,-6.8665466624310545,-0.3022013845681479,6.873193489505294
0.047123889803846894,-6.882251061450517,-0.3245587211602778,6.889899711629914
0.05026548245743669,-6.898961886834409,-0.34707200315303083,6.907686594755617
0.053407075111026485,-6.91666408318363,-0.36975041337452774,6.92654007479875
0.05654866776461628,-6.935341710630349,-0.39260290568869965,6.946445255291682
0.05969026041820607,-6.954977960770938,-0.41563819251110795,6.967386421168513
0.06283185307179587,-6.9755551734593135,-0.4388647326476693,6.989347053304543
0.06597344572538566,-6.997054854442617,-0.4622907194725428,7.012309843795369
0.06911503837897545,-7.019457693820207,-0.48592406946117506,7.0362567119607995
0.07225663103256524,-7.0427435853060985,-0.5097724110938344,7.06116882105807
0.07539822368615504,-7.066891646274054,-0.5338430741446858,7.087026595688085
0.07853981633974483,-7.091880238563828,-0.5581430793707565,7.113809739877896
0.08168140899333462,-7.117686990026081,-0.5826791286148164,7.141497255821768
0.08482300164692441,-7.14428881678286,-0.6074575953354857,7.17006746326277
0.0879645943005142,-7.171661946179646,-0.6324845155774268,7.199498019495973
0.091106186954104,-7.199781940404337,-0.6577655793939192,7.229765939973981
0.09424777960769379,-7.228623720747738,-0.6833061227333961,7.260847619494697
0.09738937226128358,-7.258161592479536,-0.70911111980111,7.292718853950881
