t,tau1,tau2,theta1,theta2,dtheta1,dtheta2,ddtheta1,ddtheta2
0.0,16.760864990682492,2.7367516360205077,0.0,1.0,1.0,-0.0,-0.0,-1.0
0.01001001001001001,16.705169864648546,2.689424591594187,0.010009842843179184,0.9999499002681359,0.9999499002681359,-0.010009842843179184,-0.010009842843179184,-0.9999499002681359
0.02002002002002002,16.648093674885658,2.6421831509359386,0.020018682705473478,0.9997996060925097,0.9997996060925097,-0.020018682705473478,-0.020018682705473478,-0.9997996060925097
0.03003003003003003,16.589648255269843,2.5950426272551548,0.030025516706496138,0.9995491325325173,0.9995491325325173,-0.030025516706496138,-0.030025516706496138,-0.9995491325325173
0.04004004004004004,16.529846036991962,2.5480181418593113,0.04002934216684664,0.9991985046854751,0.9991985046854751,-0.04002934216684664,-0.04002934216684664,-0.9991985046854751
0.05005005005005005,16.468700047006546,2.501124620639084,0.05002915670857863,0.9987477576841054,0.9987477576841054,-0.05002915670857863,-0.05002915670857863,-0.9987477576841054
0.06006006006006006,16.406223906268927,2.4543767909149707,0.06002395835563764,0.9981969366930158,0.9981969366930158,-0.06002395835563764,-0.06002395835563764,-0.9981969366930158
0.07007007007007007,16.3424318277601,2.4077891786409715,0.07001274563425858,0.9975460969041745,0.9975460969041745,-0.07001274563425858,-0.07001274563425858,-0.9975460969041745
0.08008008008008008,16.277338614298674,2.3613761059602973,0.0799945176733128,0.996795303531379,0.996795303531379,-0.0799945176733128,-0.0799945176733128,-0.996795303531379
0.09009009009009009,16.210959656139085,2.3151516891074415,0.08996827430459496,0.995944631803723,0.995944631803723,-0.08996827430459496,-0.08996827430459496,-0.995944631803723
0.1001001001001001,16.143310928355707,2.2691298366504364,0.09993301616303926,0.994994166958057,0.994994166958057,-0.09993301616303926,-0.09993301616303926,-0.994994166958057
0.11011011011011011,16.074408988012017,2.2233242480665147,0.10988774478685526,0.993944004230449,0.993944004230449,-0.10988774478685526,-0.10988774478685526,-0.993944004230449
0.12012012012012012,16.00427097111441,2.177748412643889,0.11983146271757329,0.9927942488466414,0.9927942488466414,-0.11983146271757329,-0.11983146271757329,-0.9927942488466414
0.13013013013013014,15.93291458934993,2.1324156087018564,0.12976317359998926,0.9915450160115067,0.9915450160115067,-0.12976317359998926,-0.12976317359998926,-0.9915450160115067
0.14014014014014015,15.860358126607625,2.087338903120934,0.13968188228199885,0.9901964308975052,0.9901964308975052,-0.13968188228199885,-0.13968188228199885,-0.9901964308975052
0.15015015015015015,15.786620435282746,2.0425311511742703,0.1495865949143112,0.9887486286321422,0.9887486286321422,-0.1495865949143112,-0.1495865949143112,-0.9887486286321422
0.16016016016016016,15.711720932363543,1.9980049966511482,0.1594763190500322,0.9872017542844281,0.9872017542844281,-0.1594763190500322,-0.1594763190500322,-0.9872017542844281
0.17017017017017017,15.635679595300086,1.9537728722629424,0.16935006374410702,0.9855559628503431,0.9855559628503431,-0.16935006374410702,-0.16935006374410702,-0.9855559628503431
0.18018018018018017,15.558516957654739,1.909847000321545,0.17920683965261233,0.9838114192373063,0.9838114192373063,-0.17920683965261233,-0.17920683965261233,-0.9838114192373063
0.19019019019019018,15.480254104533874,1.8662393936798525,0.18904565913188803,0.9819682982476522,0.9819682982476522,-0.18904565913188803,-0.18904565913188803,-0.9819682982476522
0.2002002002002002,15.400912667800517,1.8229618569235913,0.19886553633749857,0.9800267845611155,0.9800267845611155,-0.19886553633749857,-0.19886553633749857,-0.9800267845611155
0.21021021021021022,15.320514821067519,1.7800259878034284,0.20866548732301404,0.9779870727163263,0.9779870727163263,-0.20866548732301404,-0.20866548732301404,-0.9779870727163263
0.22022022022022023,15.239083274471,1.7374431788959992,0.21844453013860113,0.975849367091318,0.975849367091318,-0.21844453013860113,-0.21844453013860113,-0.975849367091318
0.23023023023023023,15.156641269223828,1.6952246194822311,0.22820168492941395,0.9736138818830473,0.9736138818830473,-0.22820168492941395,-0.22820168492941395,-0.9736138818830473
0.24024024024024024,15.073212571948776,1.6533812976310698,0.23793597403377498,0.9712808410859337,0.9712808410859337,-0.23793597403377498,-0.23793597403377498,-0.9712808410859337
0.2502502502502503,14.988821468791219,1.6119240024765091,0.24764642208113616,0.9688504784694136,0.9688504784694136,-0.24764642208113616,-0.24764642208113616,-0.9688504784694136
0.2602602602602603,14.903492759311156,1.5708633266756096,0.2573320560898106,0.9663230375545181,0.9663230375545181,-0.2573320560898106,-0.2573320560898106,-0.9663230375545181
0.2702702702702703,14.817251750154373,1.5302096690350164,0.26699190556446467,0.9636987715894713,0.9636987715894713,-0.26699190556446467,-0.26699190556446467,-0.9636987715894713
0.2802802802802803,14.730124248502548,1.4899732372933385,0.2766250025933614,0.9609779435243156,0.9609779435243156,-0.2766250025933614,-0.2766250025933614,-0.9609779435243156
0.2902902902902903,14.642136555302244,1.4501640510466256,0.2862303819453445,0.9581608259845641,0.9581608259845641,-0.2862303819453445,-0.2862303819453445,-0.9581608259845641
0.3003003003003003,14.553315458272573,1.4107919448040687,0.2958070811665539,0.9552477012438836,0.9552477012438836,-0.2958070811665539,-0.2958070811665539,-0.9552477012438836
0.3103103103103103,14.463688224691515,1.3718665711609637,0.3053541406768634,0.9522388611958106,0.9522388611958106,-0.3053541406768634,-0.3053541406768634,-0.9522388611958106
0.3203203203203203,14.3732825939607,1.333397404075947,0.3148706038660299,0.9491346073245047,0.9491346073245047,-0.3148706038660299,-0.3148706038660299,-0.9491346073245047
0.3303303303303303,14.282126769948682,1.295393742239453,0.3243555171895452,0.9459352506745389,0.9459352506745389,-0.3243555171895452,-0.3243555171895452,-0.9459352506745389
0.34034034034034033,14.190249413112513,1.2578647125203368,0.33380793026418076,0.9426411118197338,0.9426411118197338,-0.33380793026418076,-0.33380793026418076,-0.9426411118197338
0.35035035035035034,14.097679632397668,1.2208192734776402,0.34322689596321565,0.9392525208310362,0.9392525208310362,-0.34322689596321565,-0.34322689596321565,-0.9392525208310362
0.36036036036036034,14.004446976916187,1.1842662189244955,0.35261147051133784,0.9357698172434458,0.9357698172434458,-0.35261147051133784,-0.35261147051133784,-0.9357698172434458
0.37037037037037035,13.910581427403017,1.148214181531205,0.36196071357921045,0.9321933500219945,0.9321933500219945,-0.36196071357921045,-0.36196071357921045,-0.9321933500219945
0.38038038038038036,13.816113387450503,1.1126716364546738,0.37127368837769165,0.92852347752678,0.92852347752678,-0.37127368837769165,-0.37127368837769165,-0.92852347752678
0.39039039039039036,13.721073674521003,1.077646904981385,0.380549461751701,0.9247605674770581,0.9247605674770581,-0.380549461751701,-0.380549461751701,-0.9247605674770581
0.4004004004004004,13.625493510737552,1.0431481581713207,0.38978710427372076,0.9209049969143981,0.9209049969143981,-0.38978710427372076,-0.38978710427372076,-0.9209049969143981
0.41041041041041043,13.5294045134526,1.0091834204902979,0.3989856903369241,0.9169571521649025,0.9169571521649025,-0.3989856903369241,-0.3989856903369241,-0.9169571521649025
0.42042042042042044,13.432838685594772,0.9757605734184125,0.4081442982479204,0.9129174288004981,0.9129174288004981,-0.4081442982479204,-0.4081442982479204,-0.9129174288004981
0.43043043043043044,13.335828405793613,0.9428873590224099,0.41726201031910853,0.9087862315992998,0.9087862315992998,-0.41726201031910853,-0.41726201031910853,-0.9087862315992998
0.44044044044044045,13.23840641828231,0.9105713834800575,0.42633791296062845,0.9045639745050515,0.9045639745050515,-0.42633791296062845,-0.42633791296062845,-0.9045639745050515
0.45045045045045046,13.140605822578433,0.8788201205447674,0.4353710967719027,0.90025108058565,0.90025108058565,-0.4353710967719027,-0.4353710967719027,-0.90025108058565
0.46046046046046046,13.042460062942633,0.8476409149389892,0.44436065663275764,0.895847981990753,0.895847981990753,-0.44436065663275764,-0.44436065663275764,-0.895847981990753
0.47047047047047047,12.944002917615338,0.8170409856651171,0.45330569179411606,0.8913551199084784,0.8913551199084784,-0.45330569179411606,-0.45330569179411606,-0.8913551199084784
0.4804804804804805,12.845268487831493,0.7870274292229622,0.46220530596825166,0.8867729445211975,0.8867729445211975,-0.46220530596825166,-0.46220530596825166,-0.8867729445211975
0.4904904904904905,12.74629118661338,0.7576072227230961,0.4710586074185969,0.8821019149604269,0.8821019149604269,-0.4710586074185969,-0.4710586074185969,-0.8821019149604269
0.5005005005005005,12.64710572734158,0.7287872268856974,0.4798647090490943,0.8773424992608235,0.8773424992608235,-0.4798647090490943,-0.4798647090490943,-0.8773424992608235
0.5105105105105106,12.54774711210422,0.7005741889148513,0.48862272849308275,0.8724951743132882,0.8724951743132882,-0.48862272849308275,-0.48862272849308275,-0.8724951743132882
0.5205205205205206,12.448250619824584,0.6729747452385613,0.49733178820171076,0.8675604258171812,0.8675604258171812,-0.49733178820171076,-0.49733178820171076,-0.8675604258171812
0.5305305305305306,12.348651794167282,0.6459954241051223,0.5059910155318659,0.8625387482316554,0.8625387482316554,-0.5059910155318659,-0.5059910155318659,-0.8625387482316554
0.5405405405405406,12.248986431223244,0.61964264802683,0.5145995428336135,0.857430644726112,0.857430644726112,-0.5145995428336135,-0.5145995428336135,-0.857430644726112
0.5505505505505506,12.149290566973708,0.5939227360623884,0.5231565075371343,0.8522366271297828,0.8522366271297828,-0.5231565075371343,-0.5231565075371343,-0.8522366271297828
0.5605605605605606,12.049600464533626,0.5688419059297632,0.5316610522391539,0.8469572158804456,0.8469572158804456,-0.5316610522391539,-0.5316610522391539,-0.8469572158804456
0.5705705705705706,11.949952601174843,0.5444062759416441,0.540112324788854,0.8415929399722764,0.8415929399722764,-0.540112324788854,-0.540112324788854,-0.8415929399722764
0.5805805805805806,11.850383655129505,0.5206218667560395,0.5485094783732571,0.8361443369028444,0.8361443369028444,-0.5485094783732571,-0.5485094783732571,-0.8361443369028444
0.5905905905905906,11.750930492174312,0.4974946029350094,0.5568516716020775,0.8306119526192554,0.8306119526192554,-0.5568516716020775,-0.5568516716020775,-0.8306119526192554
0.6006006006006006,11.651630151996216,0.47503031430492726,0.5651380685920271,0.8249963414634476,0.8249963414634476,-0.5651380685920271,-0.5651380685920271,-0.8249963414634476
0.6106106106106106,11.552519834340362,0.4532347371121104,0.5733678390505712,0.8192980661166473,0.8192980661166473,-0.5733678390505712,-0.5733678390505712,-0.8192980661166473
0.6206206206206206,11.453636884941126,0.43211351496811057,0.5815401583591235,0.8135176975429886,0.8135176975429886,-0.5815401583591235,-0.5815401583591235,-0.8135176975429886
0.6306306306306306,11.355018781237295,0.41167219957942097,0.5896542076556718,0.8076558149323027,0.8076558149323027,-0.5896542076556718,-0.5896542076556718,-0.8076558149323027
0.6406406406406406,11.256703117872497,0.39191625125678065,0.5977091739168279,0.8017130056420834,0.8017130056420834,-0.5977091739168279,-0.5977091739168279,-0.8017130056420834
0.6506506506506506,11.158727591982228,0.3728510391997775,0.605704250039292,0.7956898651386348,0.7956898651386348,-0.605704250039292,-0.605704250039292,-0.7956898651386348
0.6606606606606606,11.061129988268876,0.3544818415528781,0.6136386349207242,0.7895869969374053,0.7895869969374053,-0.6136386349207242,-0.6136386349207242,-0.7895869969374053
0.6706706706706707,10.963948163866492,0.33681384522952357,0.6215115335400144,0.7834050125425159,0.7834050125425159,-0.6215115335400144,-0.6215115335400144,-0.7834050125425159
0.6806806806806807,10.867220032997047,0.319852145501402,0.629322157036943,0.7771445313854877,0.7771445313854877,-0.629322157036943,-0.629322157036943,-0.7771445313854877
0.6906906906906907,10.770983551420295,0.3036017453504954,0.6370697227912242,0.7708061807631752,0.7708061807631752,-0.6370697227912242,-0.6370697227912242,-0.7708061807631752
0.7007007007007007,10.675276700679463,0.28806755458200234,0.6447534545009241,0.7643905957749119,0.7643905957749119,-0.6447534545009241,-0.6447534545009241,-0.7643905957749119
0.7107107107107107,10.580137472145296,0.27325438869670526,0.6523725822602461,0.757898419258873,0.757898419258873,-0.6523725822602461,-0.6523725822602461,-0.757898419258873
0.7207207207207207,10.485603850861214,0.2591669675218988,0.6599263426366746,0.7513303017276638,0.7513303017276638,-0.6599263426366746,-0.6599263426366746,-0.7513303017276638
0.7307307307307307,10.391713799192548,0.24580991360042098,0.6674139787474708,0.7446869013031387,0.7446869013031387,-0.6674139787474708,-0.6674139787474708,-0.7446869013031387
